round,variable,type,value,label,country,lang_name,iso_639_3,glottocode,wals,n_resp,prop
6,Q2OTHER,respondent_other,,BALI NYONGA,CM,bali nyonga,mhk,mung1266,mgk,1,0.0012575798424647843
6,Q2OTHER,respondent_other,,BALOUNDO,CM,baloundo,mis,,,1,8.446930092307711e-4
6,Q2OTHER,respondent_other,,BAMBELE,CM,bambele,bag,tuki1240,tki,1,9.307002983614091e-5
6,Q2OTHER,respondent_other,,BAMENDJING,CM,bamendjing,xmg,meng1264,fef yem,1,3.414640086910243e-4
6,Q2OTHER,respondent_other,,BAMOUGOUM,CM,bamougoum,mis,,,1,9.622944563481445e-4
6,Q2OTHER,respondent_other,,BANEN,CM,banen,tvu,tune1261,gun tki,4,0.0037383763306628277
6,Q2OTHER,respondent_other,,BANVELE,CM,banvele,mis,,,1,8.42720035781932e-4
6,Q2OTHER,respondent_other,,BASSO,CM,basso,nla,ngom1271,fef yem,1,0.0012936544917571742
6,Q2OTHER,respondent_other,,BATA,CM,bata,bta,bata1314,gud,1,7.62590514410552e-4
6,Q2OTHER,respondent_other,,BATANGA,CM,batanga,bnm,bata1285,bga,1,0.0011155305869488636
6,Q2OTHER,respondent_other,,BATCHAM,CM,batcham,nnh,ngie1241,fef yem,1,3.118865068342647e-4
6,Q2OTHER,respondent_other,,BATIBO,CM,batibo,mgo,meta1238,mud,1,8.647252545089713e-4
6,Q2OTHER,respondent_other,,BATON,CM,baton,mis,,,1,0.0010932807598413915
6,Q2OTHER,respondent_other,,BAWAN,CM,bawan,mis,,,1,3.414640086910243e-4
6,Q2OTHER,respondent_other,,BEFANG,CM,befang,bby,befa1241,agh bab baf bmn fef kou lns mbi mbz mgk mkq mud oku yba yem,4,0.0010007399351515893
6,Q2OTHER,respondent_other,,BELIBONACHI,CM,belibonachi,mis,,,1,5.521967960304397e-4
6,Q2OTHER,respondent_other,,BENEGUN,CM,benegun,mis,,,1,8.446930092307711e-4
6,Q2OTHER,respondent_other,,BESA,CM,besa,mis,,,1,5.259017105051806e-4
6,Q2OTHER,respondent_other,,BU,CM,bu,boe,mund1328,agh bab bfi baf bku bkn bmn bnk bas buj buw dua eja ewo fef gun kyg kou lns ldo mkz mla mkq mbz mbi mud mgk nge non oku tik tki tnn yba yem,1,4.900752392172024e-4
6,Q2OTHER,respondent_other,,BUDA,CM,buda,mis,,,1,0.001100673643016561
6,Q2OTHER,respondent_other,,BULU,CM,bulu,bum,bulu1251,buw,2,0.0022310611738977273
6,Q2OTHER,respondent_other,,CHOUA,CM,choua,mis,,,1,0.0010310068688635845
6,Q2OTHER,respondent_other,,DABA,CM,daba,dbq,nucl1683,dab,2,5.897090327801753e-4
6,Q2OTHER,respondent_other,,DBO,CM,dbo,mis,,,1,8.701191863224081e-4
6,Q2OTHER,respondent_other,,DOUROU,CM,dourou,dur,diii1241,ygd,2,0.0013780996144134245
6,Q2OTHER,respondent_other,,DSCHANG,CM,dschang,ybb,fore1267,yem,1,1.9218636832047154e-4
6,Q2OTHER,respondent_other,,EDJAGHAM,CM,edjagham,mis,,,1,0.0012575798424647843
6,Q2OTHER,respondent_other,,EJAGHAM,CM,ejagham,etu,ejag1239,eja,1,7.489833929015929e-4
6,Q2OTHER,respondent_other,,EJAKA,CM,ejaka,etu,ejag1239,eja,1,4.242884729860611e-4
6,Q2OTHER,respondent_other,,EJAKAM,CM,ejakam,etu,ejag1239,eja,1,0.0012575798424647843
6,Q2OTHER,respondent_other,,ELAM EGUO,CM,elam eguo,ags,esim1238,tiv,1,4.6692705191182354e-4
6,Q2OTHER,respondent_other,,ELAM EQU0,CM,elam equ0,ags,esim1238,tiv,1,4.6692705191182354e-4
6,Q2OTHER,respondent_other,,ELAM EQUO,CM,elam equo,ags,esim1238,tiv,3,0.0014007811557354706
6,Q2OTHER,respondent_other,,ESIMBI,CM,esimbi,ags,esim1238,tiv,7,0.015665125914026454
6,Q2OTHER,respondent_other,,ESSIMBI,CM,essimbi,ags,esim1238,tiv,1,3.227413195440791e-4
6,Q2OTHER,respondent_other,,ETENGA,CM,etenga,mis,,,1,2.3456442009944884e-4
6,Q2OTHER,respondent_other,,ETON,CM,eton,eto,eton1253,buw ewo,1,5.453288201093381e-4
6,Q2OTHER,respondent_other,,EWODI,CM,ewodi,dua,dual1243,dua,1,0.0015771758288695159
6,Q2OTHER,respondent_other,,FANG,CM,fang,fan,fang1246,buw ewo,1,3.227413195440791e-4
6,Q2OTHER,respondent_other,,FULAMI,CM,fulami,fub,adam1253,fgo fni,1,6.947728563303768e-4
6,Q2OTHER,respondent_other,,FULANE,CM,fulane,fub,adam1253,fgo fni,1,6.947728563303768e-4
6,Q2OTHER,respondent_other,,GABSIKI,CM,gabsiki,mis,,,1,0.0020067519867849105
6,Q2OTHER,respondent_other,,GHEMBA,CM,ghemba,mis,,,2,0.001455141781422461
6,Q2OTHER,respondent_other,,IBO,CM,ibo,mis,,,1,8.647252545089713e-4
6,Q2OTHER,respondent_other,,ISU,CM,isu,szv,isuf1235,dua,1,7.489833929015929e-4
6,Q2OTHER,respondent_other,,Kom,CM,kom,nfu,mfum1238,mbz yba,1,8.927274751144136e-4
6,Q2OTHER,respondent_other,,KOM,CM,kom,nfu,mfum1238,mbz yba,16,0.01680601649735289
6,Q2OTHER,respondent_other,,KOTOKO,CM,kotoko,kot kqx mpi msv mxf aal,koto1263,lag,13,0.008963151004380287
6,Q2OTHER,respondent_other,,LAKA,CM,laka,mis,,,1,2.1773871979575708e-4
6,Q2OTHER,respondent_other,,LAMBO,CM,lambo,bbj,baro1252,bnk,1,0.0016405318502539293
6,Q2OTHER,respondent_other,,LIMBUM,CM,limbum,lmp,limb1268,mbz yba,1,8.446930092307711e-4
6,Q2OTHER,respondent_other,,MABI,CM,mabi,nmg,kwas1243,buj,1,0.0011011769010526426
6,Q2OTHER,respondent_other,,MADA,CM,mada,mxu,mada1293,mda,2,0.0027842744542442284
6,Q2OTHER,respondent_other,,MANDARA,CM,mandara,mfi,wand1278,mlg,1,6.934149678420343e-4
6,Q2OTHER,respondent_other,,MASSA,CM,massa,mcn,masa1322,lam,1,8.76070458697578e-4
6,Q2OTHER,respondent_other,,MBA VELE,CM,mba vele,bag,tuki1240,tki,1,0.0011011769010526426
6,Q2OTHER,respondent_other,,MBAMOISE,CM,mbamoise,mis,,,1,7.96053605069099e-4
6,Q2OTHER,respondent_other,,MBANG,CM,mbang,bkh,bako1249,bas,1,4.845463076425424e-4
6,Q2OTHER,respondent_other,,MBE MBE,CM,mbe mbe,mis,,,1,5.259017105051806e-4
6,Q2OTHER,respondent_other,,MBESAH,CM,mbesah,yas,nugu1242,gun,5,0.002629508552525903
6,Q2OTHER,respondent_other,,MBESSA,CM,mbessa,yas,nugu1242,gun,1,0.0010537294510828766
6,Q2OTHER,respondent_other,,MBO,CM,mbo,mbo,mboc1235,bas bfi bga bku bnk buj buw dua ewo ldo mkz mpo tgo,8,0.004626873080487982
6,Q2OTHER,respondent_other,,MBO'O,CM,mbo'o,mis,,,2,7.531303308558479e-4
6,Q2OTHER,respondent_other,,MBORORO,CM,mbororo,fuv,nige1253,fni,1,8.76070458697578e-4
6,Q2OTHER,respondent_other,,MEFI,CM,mefi,mis,,,1,4.242884729860611e-4
6,Q2OTHER,respondent_other,,META,CM,meta,mgo,meta1238,mud,13,0.006680906678115608
6,Q2OTHER,respondent_other,,METSA,CM,metsa,mgo,meta1238,mud,1,6.947728563303768e-4
6,Q2OTHER,respondent_other,,MEZIMA,CM,mezima,mgg,mpon1254,mkz,1,0.0026954138156946137
6,Q2OTHER,respondent_other,,MISANJE,CM,misanje,mis,,,1,5.521967960304397e-4
6,Q2OTHER,respondent_other,,MOGHAGNO,CM,moghagno,mis,,,1,8.701191863224081e-4
6,Q2OTHER,respondent_other,,MONGHAKA,CM,monghaka,mis,,,1,4.014123303395845e-4
6,Q2OTHER,respondent_other,,MOUDANI,CM,moudani,mua,mund1325,mdg,5,0.003118116505170355
6,Q2OTHER,respondent_other,,MOUDINI,CM,moudini,mua,mund1325,mdg,1,7.016075074861437e-4
6,Q2OTHER,respondent_other,,MOUGOUM,CM,mougoum,mug,musg1254,mgu,1,3.0925174121194113e-4
6,Q2OTHER,respondent_other,,MOUNDANG,CM,moundang,mua,mund1325,mdg,1,0.0021184975880337393
6,Q2OTHER,respondent_other,,MOUSGOUM,CM,mousgoum,mug,musg1254,mgu,1,0.0027460793501267126
6,Q2OTHER,respondent_other,,MOUSGOUN,CM,mousgoun,mug,musg1254,mgu,1,1.8420115897800586e-4
6,Q2OTHER,respondent_other,,MUBAKO,CM,mubako,muo,nyon1241,sle,1,6.076447734387365e-4
6,Q2OTHER,respondent_other,,MUDELE,CM,mudele,mis,,,1,3.8142155946118447e-4
6,Q2OTHER,respondent_other,,MUGAKA,CM,mugaka,mis,,,1,4.014123303395845e-4
6,Q2OTHER,respondent_other,,MUSGUM,CM,musgum,mug,musg1254,mgu,2,0.0010046599737813307
6,Q2OTHER,respondent_other,,NCHANI,CM,nchani,ncr,nucl1415,non,5,0.002760983980152199
6,Q2OTHER,respondent_other,,NCHANIH,CM,nchanih,ncr,nucl1415,non,1,5.521967960304397e-4
6,Q2OTHER,respondent_other,,NGAMBAYE,CM,ngambaye,mis,,,1,0.001100673643016561
6,Q2OTHER,respondent_other,,NGEMBA,CM,ngemba,nge,ngem1255,mkq,1,6.378185098635651e-4
6,Q2OTHER,respondent_other,,NGOA,CM,ngoa,mis,,,1,0.0022378751305752076
6,Q2OTHER,respondent_other,,NGOU,CM,ngou,mis,,,1,4.242884729860611e-4
6,Q2OTHER,respondent_other,,NGUO,CM,nguo,mis,,,1,4.242884729860611e-4
6,Q2OTHER,respondent_other,,NGYEMBOON,CM,ngyemboon,nnh,ngie1241,fef yem,1,4.2959573944113594e-4
6,Q2OTHER,respondent_other,,NNAGA EBOKO,CM,nnaga eboko,mis,,,1,6.378185098635651e-4
6,Q2OTHER,respondent_other,,NONI,CM,noni,nhu,noon1243,non,2,0.0016465884707739303
6,Q2OTHER,respondent_other,,NSIE,CM,nsie,mis,,,1,7.489833929015929e-4
6,Q2OTHER,respondent_other,,NSO,CM,nso,lns,lamn1239,lns,1,0.0016405318502539293
6,Q2OTHER,respondent_other,,OBANG,CM,obang,etu,ejag1239,eja,1,3.8142155946118447e-4
6,Q2OTHER,respondent_other,,OKU,CM,oku,oku,okuu1243,oku,1,4.6692705191182354e-4
6,Q2OTHER,respondent_other,,OROKO,CM,oroko,bdu,orok1266,ldo,2,0.0024313501246839833
6,Q2OTHER,respondent_other,,OSHIE,CM,oshie,nsh,ngos1238,mud,7,0.002611270676311186
6,Q2OTHER,respondent_other,,PINYIN,CM,pinyin,pny,piny1238,baf mbi mkq,1,0.001100673643016561
6,Q2OTHER,respondent_other,,SARA,CM,sara,sba,ngam1268,ngm,1,6.178339215710504e-4
6,Q2OTHER,respondent_other,,SAWA,CM,sawa,dua,dual1243,dua,1,9.353133571329487e-4
6,Q2OTHER,respondent_other,,SO'O,CM,so'o,mis,,,1,5.908275351458919e-4
6,Q2OTHER,respondent_other,,SORO,CM,soro,mis,,,1,0.002134396237978529
6,Q2OTHER,respondent_other,,WIBUM,CM,wibum,lmp,limb1268,mbz yba,1,6.05835092347767e-4
6,Q2OTHER,respondent_other,,WIMBUM,CM,wimbum,lmp,limb1268,mbz yba,4,0.0035852228619268974
6,Q2OTHER,respondent_other,,YAMBASSA,CM,yambassa,ekm mmu baf yas yav,nucl1746,gun,1,3.365663142893171e-4
6,Q2OTHER,respondent_other,,YAMBEN,CM,yamben,yam,yamb1251,yba,1,2.667242884260599e-4
6,Q2OTHER,respondent_other,,YEBEKOL,CM,yebekol,mis,,,1,5.908275351458919e-4
6,Q2OTHER,respondent_other,,"",CV,"",und,,,1200,1
6,Q2OTHER,respondent_other,,"",DZ,"",und,,,1200,1
6,Q2OTHER,respondent_other,,"",EG,"",und,,,1198,1
6,Q2OTHER,respondent_other,,"",GA,"",und,,,1197,0.9992578877275333
6,Q2OTHER,respondent_other,,HAOUSSA,GA,haoussa,hau,haus1257,hau,1,7.421122724667717e-4
6,Q2OTHER,respondent_other,,"",GH,"",und,,,1897,0.7913571351035497
6,Q2OTHER,respondent_other,,Ada,GH,ada,ada,adaa1238,ga,2,7.953687642168759e-4
6,Q2OTHER,respondent_other,,Adele,GH,adele,ade,adel1244,llm,1,3.440098636670458e-4
6,Q2OTHER,respondent_other,,Ahanta,GH,ahanta,aha,ahan1243,anu ayi ble,3,0.0010663353322260742
6,Q2OTHER,respondent_other,,Akyode,GH,akyode,acd,giky1238,cum,7,0.0019478384357072105
6,Q2OTHER,respondent_other,,Atweti,GH,atweti,mis,,,1,2.392082356652091e-4
6,Q2OTHER,respondent_other,,Avatime,GH,avatime,avn,avat1244,avt,1,3.7589862869058256e-4
6,Q2OTHER,respondent_other,,Basari,GH,basari,bud,ntch1242,ncm,10,0.004111193310685612
6,Q2OTHER,respondent_other,,Batoe,GH,batoe,ewe,ewee1241,ewa,1,4.4555720881715944e-4
6,Q2OTHER,respondent_other,,Bimoba,GH,bimoba,bim,bimo1239,bmb,8,0.002867901065171599
6,Q2OTHER,respondent_other,,Bissa,GH,bissa,bib,biss1248,bis,16,0.007620064002324467
6,Q2OTHER,respondent_other,,Bono,GH,bono,abr,abro1238,akn,1,4.0540643106018015e-4
6,Q2OTHER,respondent_other,,Buem,GH,buem,lef,lele1264,llm,3,0.0013890656457192588
6,Q2OTHER,respondent_other,,Buli,GH,buli,bwu,buli1254,buy,18,0.007876766636425949
6,Q2OTHER,respondent_other,,Chamba,GH,chamba,bud,ntch1242,ncm,4,0.0015692160699691247
6,Q2OTHER,respondent_other,,Chukusi,GH,chukusi,cko,anuf1239,anu,2,8.272541361001443e-4
6,Q2OTHER,respondent_other,,Dagaari,GH,dagaari,dga,sout2789,dga,74,0.030276269133532388
6,Q2OTHER,respondent_other,,Deg-(Moo),GH,deg-(moo),mis,,,1,1.6696095285339608e-4
6,Q2OTHER,respondent_other,,Dolimuu,GH,dolimuu,wlx,wali1263,dga,3,0.001402147638462571
6,Q2OTHER,respondent_other,,Ewe and Fante,GH,ewe and fante,ewe,ewee1241,ewa,1,2.978830901150956e-4
6,Q2OTHER,respondent_other,,Frafra,GH,frafra,gur,fraf1238,grn,36,0.01675070108027724
6,Q2OTHER,respondent_other,,Gawu,GH,gawu,mis,,,1,9.709475360373744e-4
6,Q2OTHER,respondent_other,,Gekyode,GH,gekyode,acd,giky1238,cum,1,2.392082356652091e-4
6,Q2OTHER,respondent_other,,Gonja,GH,gonja,gjn,gonj1241,cum nkn,46,0.016755813977954837
6,Q2OTHER,respondent_other,,Gruma,GH,gruma,bim,bimo1239,bmb,12,0.004560560127163252
6,Q2OTHER,respondent_other,,Grushie,GH,grushie,cll kdh mzw ntr sig sil ssl tpm vag xsm,grus1239,xsm,4,0.0017353893471834304
6,Q2OTHER,respondent_other,,Guan,GH,guan,gwx,guaa1238,nkn,1,5.428634456469093e-4
6,Q2OTHER,respondent_other,,Guruni,GH,guruni,gur,fare1241,grn,4,0.0019938479930329467
6,Q2OTHER,respondent_other,,Kaakye,GH,kaakye,kye,krac1238,cum,1,6.749935362830158e-4
6,Q2OTHER,respondent_other,,Kasari,GH,kasari,mis,,,1,5.695973735986679e-4
6,Q2OTHER,respondent_other,,Kasem,GH,kasem,xsm,kase1253,xsm,9,0.005467010128336267
6,Q2OTHER,respondent_other,,Kokomba,GH,kokomba,xon,konk1269,kkb,32,0.014371777260935668
6,Q2OTHER,respondent_other,,Kotokoli,GH,kotokoli,kdh,temm1241,tem,12,0.004122429913023624
6,Q2OTHER,respondent_other,,Kotokoli/Chamba,GH,kotokoli/chamba,kdh,temm1241,tem,1,2.781038635027887e-4
6,Q2OTHER,respondent_other,,Krakyi,GH,krakyi,kye,krac1238,cum,8,0.004404252140710236
6,Q2OTHER,respondent_other,,Krobo,GH,krobo,ada,krob1243,ga,5,0.0019619720324978705
6,Q2OTHER,respondent_other,,Kusal,GH,kusal,kus,kusa1250,dgb mmp,49,0.01748870985046563
6,Q2OTHER,respondent_other,,Kwahu,GH,kwahu,twi,kwaw1238,akn,2,6.987971243512196e-4
6,Q2OTHER,respondent_other,,Likpakpaln,GH,likpakpaln,xon,konk1269,kkb,13,0.005781021564150854
6,Q2OTHER,respondent_other,,Logba,GH,logba,lgq,logb1245,llm,3,0.0014814331822632504
6,Q2OTHER,respondent_other,,Mampruli,GH,mampruli,maw,mamp1244,mmp,25,0.00984979351168297
6,Q2OTHER,respondent_other,,Mo,GH,mo,mzw,degg1238,tmp vag,3,5.008828585601882e-4
6,Q2OTHER,respondent_other,,Moshie,GH,moshie,mos,moss1236,moo,11,0.004188322286715496
6,Q2OTHER,respondent_other,,Nabdam,GH,nabdam,gur,fare1241,grn,1,3.2059015858129544e-4
6,Q2OTHER,respondent_other,,Nahumuru,GH,nahumuru,ncu,chum1261,cum,1,3.440098636670458e-4
6,Q2OTHER,respondent_other,,Nankani,GH,nankani,gur,nank1248,grn,5,0.0014414314387770535
6,Q2OTHER,respondent_other,,Nawuri,GH,nawuri,naw,nawu1242,cum,1,3.4126473196106536e-4
6,Q2OTHER,respondent_other,,Nzema,GH,nzema,nzi,nzim1238,anu ayi ble,7,0.002501700219129189
6,Q2OTHER,respondent_other,,Okre,GH,okre,mis,,,1,3.737565764709354e-4
6,Q2OTHER,respondent_other,,Sampa,GH,sampa,mis,,,1,5.348319583469982e-4
6,Q2OTHER,respondent_other,,Sefwi,GH,sefwi,sfw,sehw1238,anu ayi ble,12,0.004842037373789194
6,Q2OTHER,respondent_other,,Sissali,GH,sissali,sil ssl,sisa1248,ssa,8,0.0037043672400084524
6,Q2OTHER,respondent_other,,Someja,GH,someja,mis,,,1,3.251636801375331e-4
6,Q2OTHER,respondent_other,,Talensi,GH,talensi,gur,fare1241,grn,2,6.784518624198096e-4
6,Q2OTHER,respondent_other,,Tampulma,GH,tampulma,tpm,tamp1252,tmp,4,0.0013949522498792057
6,Q2OTHER,respondent_other,,Tapulsi,GH,tapulsi,tpm,tamp1252,tmp,1,3.9323830783868935e-4
6,Q2OTHER,respondent_other,,Waala,GH,waala,wlx,wali1263,dga,19,0.011166822443404983
6,Q2OTHER,respondent_other,,Wangara,GH,wangara,bib,biss1248,bis,2,8.674738405900786e-4
6,Q2OTHER,respondent_other,,"",GN,"",und,,,1168,0.9736171266141285
6,Q2OTHER,respondent_other,,BAGA,GN,baga,bcg bmd bsp ldm,temn1245,bgs tne,2,0.0012509372999508792
6,Q2OTHER,respondent_other,,DIAKANKE,GN,diakanke,jad,jaha1245,maw xas,2,0.0014115938359794834
6,Q2OTHER,respondent_other,,GUERZE,GN,guerze,gkp,guin1254,kpe,13,0.01177492233266825
6,Q2OTHER,respondent_other,,GURERZE,GN,gurerze,gkp,guin1254,kpe,1,8.81974947186616e-4
6,Q2OTHER,respondent_other,,KISSI,GN,kissi,kqs,nort2765,kis kss,1,6.846145684417896e-4
6,Q2OTHER,respondent_other,,KONO,GN,kono,knu,kono1267,kpe,1,7.551271989908576e-4
6,Q2OTHER,respondent_other,,KONON,GN,konon,knu,kono1267,kpe,2,0.001679521071160623
6,Q2OTHER,respondent_other,,LANDOUMA,GN,landouma,ldm,land1256,bgs tne,3,0.0025151326635546047
6,Q2OTHER,respondent_other,,MIKHIFORE,GN,mikhifore,mfg,mixi1241,kko,1,8.009430218513423e-4
6,Q2OTHER,respondent_other,,MIKIFORE,GN,mikifore,mfg,mixi1241,kko,1,8.009430218513423e-4
6,Q2OTHER,respondent_other,,TCHEDDERE,GN,tcheddere,mis,,,2,0.0018280530118982923
6,Q2OTHER,respondent_other,,TOMA,GN,toma,tod,toma1245,lma,2,0.0012933134943476107
6,Q2OTHER,respondent_other,,TOUBA,GN,touba,mis,,,1,7.057969179897417e-4
6,Q2OTHER,respondent_other,,"",KE,"",und,,,2297,0.9588206885919619
6,Q2OTHER,respondent_other,,Ajuran,KE,ajuran,mis,,,1,4.570881839497674e-4
6,Q2OTHER,respondent_other,,Arab,KE,arab,acx,oman1239,abh arh arj ars,3,0.0014279133414105802
6,Q2OTHER,respondent_other,,Bajuni,KE,bajuni,swh,baju1245,swa,1,5.68123137862738e-4
6,Q2OTHER,respondent_other,,Borana,KE,borana,gax,bora1272,orb,11,0.0033364922158716564
6,Q2OTHER,respondent_other,,Digo,KE,digo,dig,digo1243,com,1,5.68123137862738e-4
6,Q2OTHER,respondent_other,,Duruma,KE,duruma,dug,duru1249,com,4,0.001898068696022639
6,Q2OTHER,respondent_other,,Garre,KE,garre,gex,garr1259,bys ren som,12,0.0030539648352498707
6,Q2OTHER,respondent_other,,Giriama,KE,giriama,nyf,giry1241,com,3,0.0017985346827838254
6,Q2OTHER,respondent_other,,Gujarati,KE,gujarati,guj,guja1252,guj,2,8.74664399299467e-4
6,Q2OTHER,respondent_other,,Kipsigis,KE,kipsigis,sgc,kips1239,nan,3,0.0011908605125953173
6,Q2OTHER,respondent_other,,Kuria,KE,kuria,kuj,kuri1259,gus,16,0.008441333446309646
6,Q2OTHER,respondent_other,,Maragoli,KE,maragoli,rag,logo1258,buk luy,4,0.001573195209856284
6,Q2OTHER,respondent_other,,Munyaya,KE,munyaya,orc,orma1241,orb,6,0.001617877602800249
6,Q2OTHER,respondent_other,,Nandi,KE,nandi,niq,nand1266,nan,1,7.091880861194472e-4
6,Q2OTHER,respondent_other,,Nubi,KE,nubi,kcn,nubi1253,nub,1,1.4170792585581726e-4
6,Q2OTHER,respondent_other,,Nyarwanda,KE,nyarwanda,kin,kiny1244,kin,1,2.786846894953874e-4
6,Q2OTHER,respondent_other,,Nyasa,KE,nyasa,nya,nyas1241,cic,1,5.467131856450849e-4
6,Q2OTHER,respondent_other,,Ogiek,KE,ogiek,oki,okie1245,nan pkt seb,7,0.0029911578518354407
6,Q2OTHER,respondent_other,,Rendille,KE,rendille,rel,rend1243,ren,1,3.241967113357785e-4
6,Q2OTHER,respondent_other,,Sabaot,KE,sabaot,spy,saba1262,seb,8,0.0034362475665227635
6,Q2OTHER,respondent_other,,Suba,KE,suba,sxb,suba1238,gus,4,0.0022164395082489015
6,Q2OTHER,respondent_other,,Teso,KE,teso,teo,teso1249,tes,9,0.0037287364811046607
6,Q2OTHER,respondent_other,,"",LR,"",und,,,1199,1
6,Q2OTHER,respondent_other,,"",LS,"",und,,,1200,1
6,Q2OTHER,respondent_other,,"",MA,"",und,,,1200,1
6,Q2OTHER,respondent_other,,"",MG,"",und,,,1198,0.9977177846165598
6,Q2OTHER,respondent_other,,betsimisaraka,MG,betsimisaraka,bmm bzc,nort3196,mal,1,0.0016054942222193936
