round,variable,type,value,label,country,lang_name,iso_639_3,glottocode,wals,n_resp,prop
3,q3,respondent,1,English,MZ,english,eng,stan1293,eng,1,8.347245409015025e-4
3,q3,respondent,3,Portuguese,MZ,portuguese,por,port1283,por,184,0.15358931552587646
3,q3,respondent,300,Makua,MZ,makua,mgh mhm vmk vmw xmc xsq,maku1279,mua,379,0.31636060100166946
3,q3,respondent,301,Sena,MZ,sena,seh,nucl1396,sen,87,0.07262103505843072
3,q3,respondent,302,Ndau,MZ,ndau,ndc,nucl1378,shn,79,0.0659432387312187
3,q3,respondent,303,Nyanja,MZ,nyanja,nya,nucl1395,cic,28,0.02337228714524207
3,q3,respondent,304,Changana,MZ,changana,tso,chan1318,tsn,202,0.1686143572621035
3,q3,respondent,305,Chope,MZ,chope,cce,chop1243,eko loz mua ndb rga ses stn swt tsn tsw ven xho zul,29,0.024207011686143573
3,q3,respondent,306,Bitonga,MZ,bitonga,toh,gito1238,eko loz mua ndb rga ses stn swt tsn tsw ven xho zul,22,0.018363939899833055
3,q3,respondent,307,Makonde,MZ,makonde,kde,mako1251,mkd,28,0.02337228714524207
3,q3,respondent,308,Chuabo,MZ,chuabo,chw,chuw1238,eko mua,95,0.07929883138564274
3,q3,respondent,309,Ajua,MZ,ajua,yao,yaoo1241,yao,20,0.01669449081803005
3,q3,respondent,310,Quimuane,MZ,quimuane,wmw,mwan1247,swa,4,0.00333889816360601
3,q3,respondent,311,Muaui,MZ,muaui,wmw,mwan1247,swa,2,0.001669449081803005
3,q3,respondent,312,Nhungue,MZ,nhungue,mxc,hung1277,shn,32,0.02671118530884808
3,q3,respondent,995,Other,MZ,other,und,,,1,8.347245409015025e-4
3,q3,respondent,1,English,NA,english,eng,stan1293,eng,22,0.018333333333333333
3,q3,respondent,320,Nama/Damara,NA,nama/damara,naq,nama1264,kho,170,0.14166666666666666
3,q3,respondent,321,Afrikaans,NA,afrikaans,afr,afri1274,afr,107,0.08916666666666667
3,q3,respondent,322,Rukwangali,NA,rukwangali,kwn,kwan1273,kwn,82,0.06833333333333333
3,q3,respondent,323,Silozi,NA,silozi,loz,lozi1239,loz,56,0.04666666666666667
3,q3,respondent,324,Masubia,NA,masubia,sbs,subi1246,sub,4,0.0033333333333333335
3,q3,respondent,325,German,NA,german,deu,stan1295,ger,7,0.005833333333333334
3,q3,respondent,326,Oshiwambo,NA,oshiwambo,kua,kuan1247,mhu ndo,625,0.5208333333333334
3,q3,respondent,327,Okjiherero,NA,okjiherero,her,here1253,her,86,0.07166666666666667
3,q3,respondent,328,Setswana,NA,setswana,tsn,tswa1253,tsw,5,0.004166666666666667
3,q3,respondent,329,Angolan:Portuguese,NA,angolan:portuguese,por,port1283,por,1,8.333333333333334e-4
3,q3,respondent,330,Angolan:Rumbundu,NA,angolan:rumbundu,umb,umbu1257,umb,1,8.333333333333334e-4
3,q3,respondent,331,Other Kavango:Thimbukushu,NA,other kavango:thimbukushu,mhw,mbuk1240,luc luv loz kwn sub,20,0.016666666666666666
3,q3,respondent,332,Other Kavango:Rugririku,NA,other kavango:rugririku,diu,diri1252,kwn,13,0.010833333333333334
3,q3,respondent,338,Ndebele,NA,ndebele,nde,nort2795,swt xho zul,1,8.333333333333334e-4
3,q3,respondent,1,English,NG,english,eng,stan1293,eng,17,0.006668049913944947
3,q3,respondent,340,Hausa,NG,hausa,hau,haus1257,hau,538,0.25243727130662363
3,q3,respondent,341,Igbo,NG,igbo,ibo,nucl1417,igb,381,0.1646134533026842
3,q3,respondent,342,Yoruba,NG,yoruba,yor,yoru1245,yor,489,0.22093796284731668
3,q3,respondent,343,Pidgin English,NG,pidgin english,pcm,nige1257,npi,2,9.370990300050952e-4
3,q3,respondent,344,Efik,NG,efik,efi,efik1245,efi,17,0.006562428724113872
3,q3,respondent,345,Ebira,NG,ebira,igb,ebir1243,ebi,25,0.011367732076686626
3,q3,respondent,346,Fulani,NG,fulani,fuv,nige1253,fni,56,0.025543040749746265
3,q3,respondent,347,Isoko,NG,isoko,iso,isok1239,iso,14,0.002899462025985631
3,q3,respondent,348,Ibibio,NG,ibibio,ibb,ibib1240,ibi,38,0.01632977309683972
3,q3,respondent,349,Kanuri,NG,kanuri,kby knc,kanu1281,knr,50,0.022729418352737257
3,q3,respondent,350,Tiv,NG,tiv,tiv,tivv1240,tiv,32,0.01430168378432649
3,q3,respondent,351,Nupe,NG,nupe,nup,nupe1254,nup,27,0.012051321158454087
3,q3,respondent,352,Ijaw,NG,ijaw,ijc,izon1238,ijo,153,0.03361296298980681
3,q3,respondent,353,Edo,NG,edo,bin,bini1246,bni,50,0.02166030133953051
3,q3,respondent,354,Igala,NG,igala,igl,igal1242,ise yor,37,0.016802906449262953
3,q3,respondent,355,Urhobo,NG,urhobo,urh,urho1239,urh,28,0.006921077038840147
3,q3,respondent,356,Idoma,NG,idoma,idu,idom1241,ido,26,0.011582771643451539
3,q3,respondent,357,Bassa,NG,bassa,bzw,basa1282,duk,7,0.003178928247157856
3,q3,respondent,358,Ikwere,NG,ikwere,ikw,ikwe1242,igb izi,28,0.007492541101984303
3,q3,respondent,359,Ukwani,NG,ukwani,ukw,ukwu1242,igb izi,11,0.0022706630336841826
3,q3,respondent,550,Anang,NG,anang,anw,anaa1238,efi ibi,30,0.013623978202105097
3,q3,respondent,553,Kadara,NG,kadara,kad,kada1284,bir fye gwo kgm mdz tok,8,0.0037925769651626865
3,q3,respondent,555,Bahumono,NG,bahumono,bcs,kohu1244,koh,9,0.004087193460631529
3,q3,respondent,556,Boki,NG,boki,bky,boky1238,efi gok ibi kan koh agb obo ogb obg,7,0.003178928247157856
3,q3,respondent,557,Yakurr,NG,yakurr,yaz,loka1252,agb,5,0.0022706630336841826
3,q3,respondent,558,Esan,NG,esan,ish,esan1238,bni ora,1,4.5413260673683655e-4
3,q3,respondent,560,Ekpeye,NG,ekpeye,ekp,ekpe1253,igb izi,14,0.0035357340795952393
3,q3,respondent,563,Igede,NG,igede,ige,iged1239,ige,8,0.0036330608538946924
3,q3,respondent,565,Taroh,NG,taroh,yer,taro1263,tok,8,0.0036330608538946924
3,q3,respondent,566,Korro,NG,korro,ahs bqv ldb yes,koro1301,kgm,2,9.226821217393842e-4
3,q3,respondent,567,Ogoni,NG,ogoni,ogo,khan1278,kan,6,0.001478065783429761
3,q3,respondent,568,Mbembe,NG,mbembe,mfn,cros1244,agb,2,9.082652134736731e-4
3,q3,respondent,569,Sayawa,NG,sayawa,say,saya1246,bad miy ngz paa,6,0.0027247956404210195
3,q3,respondent,580,Itsekiri,NG,itsekiri,its,isek1239,ise,7,0.0016651528906115132
3,q3,respondent,995,Other,NG,other,und,,,224,0.09319086183427908
3,q3,respondent,-1,Missing,SN,missing,und,,,2,0.0016666666666666668
3,q3,respondent,1,English,SN,english,eng,stan1293,eng,2,0.0016666666666666668
3,q3,respondent,2,French,SN,french,fra,stan1290,fre,14,0.011666666666666667
3,q3,respondent,360,Wolof,SN,wolof,wol,nucl1347,wlf,714,0.595
3,q3,respondent,361,Pular,SN,pular,fuc,pula1263,fus,243,0.2025
3,q3,respondent,362,Serer,SN,serer,srr,sere1260,fbf fgo fgu fma fni fum,91,0.07583333333333334
3,q3,respondent,363,Mandinka,SN,mandinka,mnk,mand1436,mdk,34,0.028333333333333332
3,q3,respondent,364,Sonike,SN,sonike,snk,soni1259,snn,10,0.008333333333333333
3,q3,respondent,365,Diola,SN,diola,dyo,jola1263,dio,50,0.041666666666666664
3,q3,respondent,366,Manjack,SN,manjack,mfv,mand1419,mjk,15,0.0125
3,q3,respondent,367,Bambara,SN,bambara,bam,bamb1269,bam,24,0.02
3,q3,respondent,368,Bainouk,SN,bainouk,bcb bcz,bain1261,bfd bsr fbf fgo fgu fma fni fum kgi ndt noo plr wlf,1,8.333333333333334e-4
3,q3,respondent,4,Kiswahili,TZ,kiswahili,swh,swah1253,swa,241,0.15959428195076888
3,q3,respondent,380,Kinyakyusa,TZ,kinyakyusa,nyy,nyak1261,mmw nyh,40,0.029688397696394662
3,q3,respondent,381,Kichaga,TZ,kichaga,old,moch1256,cga,53,0.04214390201932454
3,q3,respondent,382,Kihaya,TZ,kihaya,hay,haya1250,hya,43,0.03408983799524187
3,q3,respondent,383,Kingoni,TZ,kingoni,ngo,ngon1269,ngo,22,0.017510370161187064
3,q3,respondent,384,Kikwere,TZ,kikwere,ked,kere1283,hya lda nbo nko rny rru tal,2,0.00159667241893214
3,q3,respondent,385,Kipare,TZ,kipare,asa,asut1235,pre,16,0.012808730316168105
3,q3,respondent,386,Kihehe,TZ,kihehe,heh,hehe1240,heh,31,0.024580505411070996
3,q3,respondent,387,Kimakonde,TZ,kimakonde,kde,mako1251,mkd,17,0.013651255231522904
3,q3,respondent,388,Kinyamwezi,TZ,kinyamwezi,nym,nyam1276,nym,31,0.02459818089342649
3,q3,respondent,389,Kisukuma,TZ,kisukuma,suk,suku1261,skm,199,0.15709504855340178
3,q3,respondent,390,Kimasai,TZ,kimasai,mas,masa1300,maa,8,0.006333663228662084
3,q3,respondent,391,Kimeru,TZ,kimeru,mer,nucl1387,kba kik,4,0.003175669355508788
3,q3,respondent,392,Kikurya,TZ,kikurya,kuj,kuri1259,gus,5,0.004018194270863588
3,q3,respondent,393,Kigogo,TZ,kigogo,gog,gogo1263,shm,19,0.015035821862189139
3,q3,respondent,394,Kiluguru,TZ,kiluguru,ruf,lugu1238,kmi,32,0.025405354844070305
3,q3,respondent,395,Kifipa,TZ,kifipa,fip,fipa1238,mmw,40,0.03172134259037689
3,q3,respondent,396,Kimanyema,TZ,kimanyema,nym,nyan1306,nym,1,8.07173950643816e-4
3,q3,respondent,397,Kinyiramba,TZ,kinyiramba,nim,nila1242,rim,3,0.002403846369575956
3,q3,respondent,398,Kinyaturu,TZ,kinyaturu,rim,nyat1246,rim,25,0.019861190083696547
3,q3,respondent,995,Other,TZ,other,und,,,472,0.37388056079697335
3,q3,respondent,1,English,UG,english,eng,stan1293,eng,5,0.001151543835324232
3,q3,respondent,2,French,UG,french,fra,stan1290,fre,1,4.8494827218430035e-4
3,q3,respondent,3,Portuguese,UG,portuguese,por,port1283,por,1,7.978315646331058e-4
3,q3,respondent,4,Kiswahili,UG,kiswahili,swh,swah1253,swa,6,0.0022385112254692833
3,q3,respondent,405,Akaramojonj,UG,akaramojonj,kdj,kara1483,kmj,1,1.728982241894198e-4
3,q3,respondent,406,Akur,UG,akur,alz,alur1250,luo,73,0.02949977002453072
3,q3,respondent,407,Ateso,UG,ateso,teo,teso1249,tes,174,0.06714408796395052
3,q3,respondent,408,Japadhola,UG,japadhola,adh,adho1243,luo,41,0.016436580098122867
3,q3,respondent,409,Jonam,UG,jonam,alz,jona1239,luo,7,0.0033946379052901023
3,q3,respondent,410,Kakwa,UG,kakwa,keo,kakw1240,kuk,14,0.003948328844923209
3,q3,respondent,411,Kumam,UG,kumam,kdi,kuma1275,lan,4,6.753446299061433e-4
3,q3,respondent,412,Kuksabin,UG,kuksabin,kpz,kups1238,seb,5,0.0018031409982935153
3,q3,respondent,413,Luo,UG,luo,ach adh alz kdi laj lth,sout2831,acl lan luo,310,0.12569492587457337
3,q3,respondent,414,Lugbara,UG,lugbara,lgg,lugb1240,lug,118,0.05190737987947952
3,q3,respondent,415,Lugwere,UG,lugwere,gwr,gwer1238,lda,47,0.02105692059513652
3,q3,respondent,416,Madi,UG,madi,mhi snm,sout2827,mad,46,0.016383669075298635
3,q3,respondent,417,Luganda,UG,luganda,lug,gand1255,lda,447,0.1942097009652304
3,q3,respondent,418,Lugishu/Lumasaba,UG,lugishu/lumasaba,myx,masa1299,buk,96,0.040991877533063145
3,q3,respondent,419,Lusoga,UG,lusoga,xog,soga1242,lda,237,0.09747876893131399
3,q3,respondent,500,Lunyoli,UG,lunyoli,nuj,nyol1238,buk luy,28,0.011546268398037542
3,q3,respondent,501,Rufumbira,UG,rufumbira,kin,rufu1238,kin,30,0.015050477949018773
3,q3,respondent,502,Ruhororo,UG,ruhororo,nyn,horo1246,rny,13,0.006407233228455632
3,q3,respondent,503,Rukiga,UG,rukiga,cgg,chig1238,nko,150,0.06395401157209898
3,q3,respondent,504,Rukonzo,UG,rukonzo,koo,ruko1238,nde,34,0.013204424861348124
3,q3,respondent,505,Runyarwanda,UG,runyarwanda,kin,kiny1244,kin,19,0.008904050234641638
3,q3,respondent,506,Runyoro,UG,runyoro,nyo,nyor1246,rru,73,0.028971909662969288
3,q3,respondent,507,Rutagwenda,UG,rutagwenda,nyo,ruta1240,rru,7,0.002972182967150171
3,q3,respondent,508,Rutooro,UG,rutooro,ttj,toor1238,rru,87,0.03409594643238055
3,q3,respondent,509,Rwamba,UG,rwamba,rwm,amba1263,bia,3,8.132465870307168e-4
3,q3,respondent,510,Runyankole,UG,runyankole,nyn,nyan1307,rny,265,0.10904795155183447
3,q3,respondent,511,Samia,UG,samia,lsm,saam1283,luy,10,0.0037708477762372016
3,q3,respondent,995,Other,UG,other,und,,,48,0.025790582337883963
3,q3,respondent,1,English,ZA,english,eng,stan1293,eng,239,0.08699079023805213
3,q3,respondent,3,Portuguese,ZA,portuguese,por,port1283,por,5,0.003146129421287423
3,q3,respondent,100,Afrikaans,ZA,afrikaans,afr,afri1274,afr,359,0.13507067318867955
3,q3,respondent,101,Ndebele,ZA,ndebele,nbl,sout2808,ndb,45,0.02107400958275936
3,q3,respondent,102,Xhosa,ZA,xhosa,xho,xhos1239,xho,451,0.15459636754285658
3,q3,respondent,103,Pedi/Spedi/ North Sotho,ZA,pedi/spedi/north sotho,nso,pedi1238,stn,191,0.10282885753699958
3,q3,respondent,104,Sesotho/Sotho/ South Sotho,ZA,sesotho/sotho/south sotho,sot,sout2807,ses,195,0.07278414839492203
3,q3,respondent,105,Setswana/ Tswana,ZA,setswana/tswana,tsn,tswa1253,tsw,217,0.10241778500651999
3,q3,respondent,106,Shangaan,ZA,shangaan,tso,chan1318,tsn,84,0.04907028460841566
3,q3,respondent,107,Swazi,ZA,swazi,ssw,swat1243,swt,76,0.034093411177030644
3,q3,respondent,108,Venda,ZA,venda,ven,vend1245,ven,62,0.03636183944151511
3,q3,respondent,109,Zulu,ZA,zulu,zul,zulu1248,zul,472,0.19994167317745115
3,q3,respondent,995,Other,ZA,other,und,,,4,0.0016240306835108194
3,q3,respondent,1,English,ZM,english,eng,stan1293,eng,13,0.010833333333333334
3,q3,respondent,420,Bemba,ZM,bemba,bem,bemb1257,lmb,422,0.3516666666666667
3,q3,respondent,421,Nyanja,ZM,nyanja,nya,nucl1395,cic,95,0.07916666666666666
3,q3,respondent,422,Tonga,ZM,tonga,toi,tong1318,toz,168,0.14
3,q3,respondent,423,Lozi,ZM,lozi,loz,lozi1239,loz,106,0.08833333333333333
3,q3,respondent,424,Chewa,ZM,chewa,nya,chew1246,cic,83,0.06916666666666667
3,q3,respondent,425,Nsenga,ZM,nsenga,nse,nucl1397,nse,73,0.060833333333333336
3,q3,respondent,426,Tumbuka,ZM,tumbuka,tum,tumb1250,cic sen,28,0.023333333333333334
3,q3,respondent,427,Kaonde,ZM,kaonde,kqn,kaon1241,kil,42,0.035
3,q3,respondent,428,Luvale,ZM,luvale,lue,luva1239,luv,49,0.04083333333333333
3,q3,respondent,429,Namwanga,ZM,namwanga,mwn,nyam1275,mmw,20,0.016666666666666666
3,q3,respondent,431,Bisa,ZM,bisa,leb,bisa1264,lmb,3,0.0025
3,q3,respondent,432,lla,ZM,lla,ilb,ilaa1246,ila,17,0.014166666666666666
3,q3,respondent,433,Nkaya,ZM,nkaya,nya,nyan1308,cic,4,0.0033333333333333335
3,q3,respondent,434,Mambwe,ZM,mambwe,mgr,mamb1297,mmw,15,0.0125
3,q3,respondent,435,Lunda,ZM,lunda,lun,lund1266,lbu,16,0.013333333333333334
3,q3,respondent,436,Lenje,ZM,lenje,leh,lenj1248,ila toz,6,0.005
3,q3,respondent,437,Lamba,ZM,lamba,lam,lamb1271,lmb,3,0.0025
3,q3,respondent,438,Mbunda,ZM,mbunda,mck,mbun1249,luc,10,0.008333333333333333
3,q3,respondent,439,Ngoni,ZM,ngoni,nse,ngon1271,nse,10,0.008333333333333333
3,q3,respondent,860,Soli,ZM,soli,sby,soli1239,ila toz,7,0.005833333333333334
3,q3,respondent,861,Senga,ZM,senga,nse,nucl1397,nse,2,0.0016666666666666668
3,q3,respondent,862,Chokwe,ZM,chokwe,cjk,chok1245,luv,1,8.333333333333334e-4
3,q3,respondent,863,Luchazi,ZM,luchazi,lch,luch1239,luc,3,0.0025
3,q3,respondent,864,Kwamashi,ZM,kwamashi,mho,mash1267,luc luv loz kwn sub,1,8.333333333333334e-4
3,q3,respondent,865,Tokaleya,ZM,tokaleya,toi,tong1318,toz,1,8.333333333333334e-4
3,q3,respondent,866,Lala,ZM,lala,leb,lala1265,lmb,2,0.0016666666666666668
3,q3,respondent,1,English,ZW,english,eng,stan1293,eng,4,0.003816793893129771
3,q3,respondent,440,Ndebele,ZW,ndebele,nde,nort2795,swt xho zul,170,0.16221374045801526
3,q3,respondent,441,Shona,ZW,shona,sna,shon1251,shn,824,0.7862595419847328
3,q3,respondent,443,Kalanga,ZW,kalanga,kck,kala1384,klz,32,0.030534351145038167
3,q3,respondent,444,Tonga,ZW,tonga,toi,tong1318,toz,10,0.009541984732824428
3,q3,respondent,995,Other,ZW,other,und,,,8,0.007633587786259542
4,Q103,interview,-1,Missing,BF,missing,und,,,20,0.014194764196515101
4,Q103,interview,2,French,BF,french,fra,stan1290,fre,302,0.2498283496538405
4,Q103,interview,182,Moore,BF,moore,mos,moss1236,moo,543,0.4614596528789743
4,Q103,interview,183,Dioula,BF,dioula,dyu,dyul1238,dyu,271,0.21990189877888885
4,Q103,interview,184,Fulfude,BF,fulfude,fuh,west2454,fbf,64,0.05461533449178119
4,Q103,interview,-1,Missing,BJ,missing,und,,,3,0.002522202872830078
4,Q103,interview,2,French,BJ,french,fra,stan1290,fre,302,0.2597160313355898
4,Q103,interview,100,Fon,BJ,fon,fon,fonn1241,fon,371,0.31801121568616203
4,Q103,interview,101,Adja,BJ,adja,ajg,ajab1235,ajg,121,0.09640017679101381
4,Q103,interview,102,Bariba,BJ,bariba,bba,baat1238,brb,144,0.11518993470143073
4,Q103,interview,103,Dendi,BJ,dendi,ddn,dend1243,zar,97,0.07075281186002477
4,Q103,interview,104,Yoruba,BJ,yoruba,yor,yoru1245,yor,114,0.09741330507503244
4,Q103,interview,105,Otamari,BJ,otamari,tbz,dita1238,ntn,48,0.03999432167791641
4,Q103,interview,1,English,BW,english,eng,stan1293,eng,167,0.13373880394616527
4,Q103,interview,140,Setswana,BW,setswana,tsn,tswa1253,tsw,1033,0.8662611960538347
4,Q103,interview,220,Crioulo,CV,crioulo,kea,kabu1256,por,1260,0.9966533696670498
4,Q103,interview,221,Portugues,CV,portugues,por,port1283,por,4,0.003346630332950256
4,Q103,interview,1,English,GH,english,eng,stan1293,eng,396,0.3168556818956575
4,Q103,interview,260,Akan,GH,akan,aka,akan1250,akn,563,0.47329097092134736
4,Q103,interview,261,Ewe,GH,ewe,ewe,ewee1241,ewe,83,0.07007922743587709
4,Q103,interview,262,Ga/Dangbe,GH,ga/dangbe,ada gaa,gada1257,ga,24,0.01864103491725098
4,Q103,interview,263,Dagbani,GH,dagbani,dag,dagb1246,dgb,87,0.07579557920012428
4,Q103,interview,264,Hausa,GH,hausa,hau,haus1257,hau,15,0.009644039793789076
4,Q103,interview,272,Kokonba,GH,kokonba,xon,konk1269,kkb,5,0.005337365533285325
4,Q103,interview,278,Mamprusi,GH,mamprusi,maw,mamp1244,mmp,15,0.022112909789454065
4,Q103,interview,995,Others,GH,others,und,,,12,0.008243190513214278
4,Q103,interview,-1,Missing,KE,missing,und,,,4,0.0029580837942172747
4,Q103,interview,1,English,KE,english,eng,stan1293,eng,355,0.2830868518782447
4,Q103,interview,4,Kiswahili,KE,kiswahili,swh,swah1253,swa,542,0.5449602957195642
4,Q103,interview,300,Kikuyu,KE,kikuyu,kik,kiku1240,kik,58,0.050701971658657405
4,Q103,interview,301,Luo,KE,luo,luo,luok1236,luo,57,0.05526993556760846
4,Q103,interview,302,Luhya,KE,luhya,luy,luyi1234,luy,9,0.009090164948041789
4,Q103,interview,303,Kamba,KE,kamba,kam,kamb1297,kba,28,0.0241345888371023
4,Q103,interview,304,Kalenjin,KE,kalenjin,kln,kale1246,nan,17,0.015651744499767695
4,Q103,interview,310,Somali,KE,somali,som,soma1255,som,34,0.01414636309679616
4,Q103,interview,1,English,LR,english,eng,stan1293,eng,834,0.7080153964806903
4,Q103,interview,396,Simple Liberian English,LR,simple liberian english,lir,libe1240,npi,366,0.2919846035193097
4,Q103,interview,1,English,LS,english,eng,stan1293,eng,3,0.0023556031836951706
4,Q103,interview,340,Sesotho,LS,sesotho,sot,sout2807,ses,1197,0.9976443968163049
4,Q103,interview,420,Official malagasy,MG,official malagasy,plt,plat1254,mal,659,0.5546032422933324
4,Q103,interview,421,Malagasy with regional variation,MG,malagasy with regional variation,bhr bmm bzc msh skg tdx tkg txy xmv xmw,mala1537,mal,691,0.4453967577066677
4,Q103,interview,2,French,ML,french,fra,stan1290,fre,90,0.07708398586743714
4,Q103,interview,500,Arabe,ML,arabe,mey,hass1238,ahs,937,0.776523155284201
4,Q103,interview,512,Peulh/ Fulfulde,ML,peulh/fulfulde,ffm,maas1239,fum,69,0.05931436712028197
4,Q103,interview,514,Soninke/ Sarakoll,ML,soninke/sarakoll,snk,soni1259,snn,27,0.018416352507770545
4,Q103,interview,515,Sonrhai,ML,sonrhai,hmb khq ses,song1307,kch kse,81,0.06505177149914339
4,Q103,interview,516,Tamasheq,ML,tamasheq,taq ttq,tuar1240,tai tsk,28,0.0036103677211659834
4,Q103,interview,1,English,MW,english,eng,stan1293,eng,34,0.026262061566463785
4,Q103,interview,460,Tumbuka,MW,tumbuka,tum,tumb1250,cic sen,142,0.11676533525824223
4,Q103,interview,463,Chewa,MW,chewa,nya,chew1246,cic,1022,0.8554823448056652
4,Q103,interview,464,Yao,MW,yao,yao,yaoo1241,yao,2,0.0014902583696288403
4,Q103,interview,-1,Missing,MZ,missing,und,,,4,0.0015091398440948826
4,Q103,interview,1,English,MZ,english,eng,stan1293,eng,1,5.441655659197567e-4
4,Q103,interview,3,Portuguese,MZ,portuguese,por,port1283,por,945,0.7852564647557383
4,Q103,interview,541,Makua,MZ,makua,mgh mhm vmk vmw xmc xsq,maku1279,mua,107,0.08876084824510115
4,Q103,interview,542,Sena,MZ,sena,seh,nucl1396,sen,22,0.018738639797934102
4,Q103,interview,543,Ndau,MZ,ndau,ndc,nucl1378,shn,12,0.006305415978221391
4,Q103,interview,545,Changana,MZ,changana,tso,chan1318,tsn,88,0.07995413980000265
4,Q103,interview,547,Bitonga,MZ,bitonga,toh,gito1238,eko loz mua ndb rga ses stn swt tsn tsw ven xho zul,1,4.509416367554284e-4
4,Q103,interview,548,Makonde,MZ,makonde,kde,mako1251,mkd,3,0.0035495158372284
4,Q103,interview,549,Chuabo,MZ,chuabo,chw,chuw1238,eko mua,3,0.0019327143783077953
4,Q103,interview,553,Coti,MZ,coti,eko,koti1238,eko,1,6.402548673261508e-4
4,Q103,interview,555,Lomwe,MZ,lomwe,ngl,lomw1241,mua,10,0.009082459773462111
4,Q103,interview,559,Shona,MZ,shona,sna,shon1251,shn,1,0.0010335856309469918
4,Q103,interview,561,Tewe,MZ,tewe,twx,tewe1238,shn,2,0.0022417138889608418
4,Q103,interview,1,English,NA,english,eng,stan1293,eng,614,0.5156313744445772
4,Q103,interview,580,Afrikaans,NA,afrikaans,afr,afri1274,afr,218,0.18027536512712347
4,Q103,interview,583,Oshiwambo,NA,oshiwambo,kua,kuan1247,mhu ndo,313,0.2606355257347673
4,Q103,interview,584,Otjiherero,NA,otjiherero,her,here1253,her,35,0.027847759915763052
4,Q103,interview,585,Rukwangali,NA,rukwangali,kwn,kwan1273,kwn,20,0.015609974777768982
4,Q103,interview,1,English,NG,english,eng,stan1293,eng,1118,0.4484128660181156
4,Q103,interview,620,Hausa,NG,hausa,hau,haus1257,hau,736,0.3458764259969514
4,Q103,interview,621,Igbo,NG,igbo,ibo,nucl1417,igb,124,0.05740543481802327
4,Q103,interview,622,Yoruba,NG,yoruba,yor,yoru1245,yor,244,0.10813361583341778
4,Q103,interview,623,Pidgin English,NG,pidgin english,pcm,nige1257,npi,102,0.04017165733349193
4,Q103,interview,-1,Missing,SN,missing,und,,,1,0.0010375568179714118
4,Q103,interview,2,French,SN,french,fra,stan1290,fre,168,0.13480343522856417
4,Q103,interview,660,Wolof,SN,wolof,wol,nucl1347,wlf,889,0.7508184221124145
4,Q103,interview,661,Pulaar/Toucouleur,SN,pulaar/toucouleur,fuc,pula1263,fus,82,0.0705334816276805
4,Q103,interview,662,Serer,SN,serer,srr,sere1260,fbf fgo fgu fma fni fum,8,0.006922729361419544
4,Q103,interview,663,Mandinka/Bambara,SN,mandinka/bambara,bam mnk,mand1435,bam dyu maw mdk mka mnk xas,27,0.018241968194942684
4,Q103,interview,665,Diola,SN,diola,dyo,jola1263,dio,25,0.017642406657007136
4,Q103,interview,4,Kiswahili,TZ,kiswahili,swh,swah1253,swa,1208,1
4,Q103,interview,1,English,UG,english,eng,stan1293,eng,473,0.19683190442821932
4,Q103,interview,2,French,UG,french,fra,stan1290,fre,3,0.00104675225959836
4,Q103,interview,3,Portuguese,UG,portuguese,por,port1283,por,5,0.00175166240952053
4,Q103,interview,4,Kiswahili,UG,kiswahili,swh,swah1253,swa,6,0.0017584819779320304
4,Q103,interview,780,Luganda,UG,luganda,lug,gand1255,lda,873,0.375476832484666
4,Q103,interview,781,Runyankole,UG,runyankole,nyn,nyan1307,rny,304,0.11665767321411648
4,Q103,interview,782,Runyolo,UG,runyolo,nyo,nyor1246,rru,195,0.08388749187576705
4,Q103,interview,784,Lumasaba,UG,lumasaba,myx,masa1299,buk,23,0.008858418272226764
4,Q103,interview,787,Ateso,UG,ateso,teo,teso1249,tes,110,0.03770137821368115
4,Q103,interview,788,Acholi,UG,acholi,ach,acol1236,acl,335,0.1405185019356718
4,Q103,interview,789,Alur,UG,alur,alz,alur1250,luo,40,0.011617938519590035
4,Q103,interview,790,Lugbara,UG,lugbara,lgg,lugb1240,lug,64,0.0238929644090104
4,Q103,interview,1,English,ZA,english,eng,stan1293,eng,599,0.18496905438020347
4,Q103,interview,700,Afrikaans,ZA,afrikaans,afr,afri1274,afr,448,0.12680290556349486
4,Q103,interview,701,Ndebele,ZA,ndebele,nbl,sout2808,ndb,16,0.005985191131288451
4,Q103,interview,702,Xhosa,ZA,xhosa,xho,xhos1239,xho,301,0.14424710451075856
4,Q103,interview,703,Pedi/Spedi/North Sotho,ZA,pedi/spedi/north sotho,nso,pedi1238,stn,128,0.06209509084125868
4,Q103,interview,704,Sesotho/Sotho/South Sotho,ZA,sesotho/sotho/south sotho,sot,sout2807,ses,110,0.0522825358803702
4,Q103,interview,705,Setswana/Tswana,ZA,setswana/tswana,tsn,tswa1253,tsw,214,0.07883830942456506
4,Q103,interview,706,Shangaan,ZA,shangaan,tso,chan1318,tsn,47,0.026805861637888128
4,Q103,interview,707,Swazi,ZA,swazi,ssw,swat1243,swt,50,0.019850985095766473
4,Q103,interview,708,Venda,ZA,venda,ven,vend1245,ven,32,0.01893107332698366
4,Q103,interview,709,Zulu,ZA,zulu,zul,zulu1248,zul,455,0.27919188820742247
4,Q103,interview,-1,Missing,ZM,missing,und,,,2,0.001062538934479402
4,Q103,interview,1,English,ZM,english,eng,stan1293,eng,291,0.25097702464971516
4,Q103,interview,820,Bemba,ZM,bemba,bem,bemb1257,lmb,436,0.3478695669695574
4,Q103,interview,821,Nyanja,ZM,nyanja,nya,nucl1395,cic,270,0.2316771150754401
