round,variable,country,lang_name,iso_639_3,iso_scope,iso_ref_name,iso_alpha2
5,Q2OTHER,12,lomwe,ngl,I,Lomwe,MZ
5,Q2OTHER,19,luba,mis,S,Uncoded languages,ZM
5,Q2OTHER,18,lubukusu,bxk,I,Bukusu,UG
5,Q2OTHER,18,lubukusu,luy,M,Luyia,UG
5,Q2OTHER,19,luchazi,lch,I,Luchazi,ZM
5,Q2OTHER,18,lufubila,kin,I,Kinyarwanda,UG
5,Q2OTHER,18,lufumbira,kin,I,Kinyarwanda,UG
5,Q2OTHER,18,lugisu,myx,I,Masaaba,UG
5,Q2OTHER,18,lugwere,gwr,I,Gwere,UG
5,Q2OTHER,18,lukene,lke,I,Kenyi,UG
5,Q2OTHER,18,lukuku,bfa,I,Bari,UG
5,Q2OTHER,18,lulamogi,xog,I,Soga,UG
5,Q2OTHER,18,lululi,ruc,I,Ruuli,UG
5,Q2OTHER,12,lumwe,ngl,I,Lomwe,MZ
5,Q2OTHER,18,lunyarwanda,kin,I,Kinyarwanda,UG
5,Q2OTHER,18,luruli,ruc,I,Ruuli,UG
5,Q2OTHER,18,lurundi,run,I,Rundi,UG
5,Q2OTHER,18,lusudan,apd,I,Sudanese Arabic,UG
5,Q2OTHER,18,lusudan,ara,M,Arabic,UG
5,Q2OTHER,18,lusudani,apd,I,Sudanese Arabic,UG
5,Q2OTHER,18,lusudani,ara,M,Arabic,UG
5,Q2OTHER,26,lutu,mis,S,Uncoded languages,CM
5,Q2OTHER,18,lwamba,rwm,I,Amba (Uganda),UG
5,Q2OTHER,14,mada,mda,I,Mada (Nigeria),NG
5,Q2OTHER,26,mada,mxu,I,Mada (Cameroon),CM
5,Q2OTHER,14,magu,mcj,I,Mvanip,NG
5,Q2OTHER,27,mahouka,mxx,I,Mahou,CI
5,Q2OTHER,26,malimba,mzd,I,Malimba,CM
5,Q2OTHER,26,mambila,mis,S,Uncoded languages,CM
5,Q2OTHER,5,mampruli,maw,I,Mampruli,GH
5,Q2OTHER,26,mandara,mfi,I,Wandala,CM
5,Q2OTHER,26,mandoua,mis,S,Uncoded languages,CM
5,Q2OTHER,26,manguissa,mis,S,Uncoded languages,CM
5,Q2OTHER,12,manhawa,mis,S,Uncoded languages,MZ
5,Q2OTHER,15,mankagne,mis,S,Uncoded languages,SN
5,Q2OTHER,6,marachi,lri,I,Marachi,KE
5,Q2OTHER,6,marachi,luy,M,Luyia,KE
5,Q2OTHER,14,margi,mrt,I,Marghi Central,NG
5,Q2OTHER,20,maungwe,mis,S,Uncoded languages,ZW
5,Q2OTHER,15,maure,mis,S,Uncoded languages,SN
5,Q2OTHER,27,mbatto,gwa,I,Mbato,CI
5,Q2OTHER,6,mbeere,ebu,I,Embu,KE
5,Q2OTHER,26,mbem,yam,I,Yamba,CM
5,Q2OTHER,26,mbo,mbo,I,Mbo (Cameroon),CM
5,Q2OTHER,26,mbu,nbv,I,Ngamambo,CM
5,Q2OTHER,14,mbube,mis,S,Uncoded languages,NG
5,Q2OTHER,26,medoumba,mis,S,Uncoded languages,CM
5,Q2OTHER,26,mefewele,mis,S,Uncoded languages,CM
5,Q2OTHER,26,mekaf,mff,I,Naki,CM
5,Q2OTHER,26,mendakwe,mis,S,Uncoded languages,CM
5,Q2OTHER,26,menka,pny,I,Pinyin,CM
5,Q2OTHER,26,mesagie,mis,S,Uncoded languages,CM
5,Q2OTHER,26,meta,mis,S,Uncoded languages,CM
5,Q2OTHER,26,metu,mis,S,Uncoded languages,CM
5,Q2OTHER,26,mezime,mgg,I,Mpumpong,CM
5,Q2OTHER,14,michika,mis,S,Uncoded languages,NG
5,Q2OTHER,14,migili,mgi,I,Lijili,NG
5,Q2OTHER,28,miguiforet,mfg,I,Mogofin,GN
5,Q2OTHER,3,mionga,mis,S,Uncoded languages,BF
5,Q2OTHER,14,miyawa,mkf,I,Miya,NG
5,Q2OTHER,20,mlemba,mis,S,Uncoded languages,ZW
5,Q2OTHER,26,mockbie,mis,S,Uncoded languages,CM
5,Q2OTHER,2,mokaa,mis,S,Uncoded languages,BW
5,Q2OTHER,5,moshie,mos,I,Mossi,GH
5,Q2OTHER,24,mossi,mos,I,Mossi,TG
5,Q2OTHER,26,mousgoum,mug,I,Musgu,CM
5,Q2OTHER,26,mozeuille,mis,S,Uncoded languages,CM
5,Q2OTHER,26,mpongo,mis,S,Uncoded languages,CM
5,Q2OTHER,18,mubwisi,tlj,I,Talinga-Bwisi,UG
5,Q2OTHER,18,mufumbira,kin,I,Kinyarwanda,UG
5,Q2OTHER,18,mugishu,myx,I,Masaaba,UG
5,Q2OTHER,18,mugungu,rub,I,Gungu,UG
5,Q2OTHER,20,muhera,mis,S,Uncoded languages,ZW
5,Q2OTHER,19,mulambya,mis,S,Uncoded languages,ZM
5,Q2OTHER,18,mululi,ruc,I,Ruuli,UG
5,Q2OTHER,18,mulundi,run,I,Rundi,UG
5,Q2OTHER,19,mumba,mis,S,Uncoded languages,ZM
5,Q2OTHER,14,mumuye,mzm,I,Mumuye,NG
5,Q2OTHER,26,mundani,mnf,I,Mundani,CM
5,Q2OTHER,18,munyarwanda,kin,I,Kinyarwanda,UG
5,Q2OTHER,14,mupun,sur,I,Mwaghavul,NG
5,Q2OTHER,18,muruli,ruc,I,Ruuli,UG
5,Q2OTHER,18,musungora,koo,I,Konzo,UG
5,Q2OTHER,18,mutagwenda,nyo,I,Nyoro,UG
5,Q2OTHER,18,mutgwenda,nyo,I,Nyoro,UG
5,Q2OTHER,14,mwaghavul,sur,I,Mwaghavul,NG
5,Q2OTHER,18,mwamba,rwm,I,Amba (Uganda),UG
5,Q2OTHER,5,nabdam,gur,I,Farefare,GH
5,Q2OTHER,28,nallou,naj,I,Nalu,GN
5,Q2OTHER,20,nambiya,mis,S,Uncoded languages,ZW
5,Q2OTHER,5,nanumba,dag,I,Dagbani,GH
5,Q2OTHER,1,natimba,ntm,I,Nateni,BJ
5,Q2OTHER,5,nawurt,mis,S,Uncoded languages,GH
5,Q2OTHER,14,nbula,ndr,I,Ndoola,NG
5,Q2OTHER,26,nchang,mis,S,Uncoded languages,CM
5,Q2OTHER,19,ndebele,nde,I,North Ndebele,ZM
5,Q2OTHER,26,ndi,www,I,Wawa,CM
5,Q2OTHER,27,neyo,wec,I,Wè Western,CI
5,Q2OTHER,24,ngam-gam,gng,I,Ngangam,TG
5,Q2OTHER,14,ngas,anc,I,Ngas,NG
5,Q2OTHER,26,ngemba,nge,I,Ngemba,CM
5,Q2OTHER,26,ngi,ngj,I,Ngie,CM
5,Q2OTHER,26,ngoa,mis,S,Uncoded languages,CM
5,Q2OTHER,26,ngobale,mis,S,Uncoded languages,CM
5,Q2OTHER,26,ngwoh,mis,S,Uncoded languages,CM
5,Q2OTHER,12,nharinga,mis,S,Uncoded languages,MZ
5,Q2OTHER,14,nigili,mgi,I,Lijili,NG
5,Q2OTHER,14,ningawa,mis,S,Uncoded languages,NG
5,Q2OTHER,26,nkambe,mis,S,Uncoded languages,CM
5,Q2OTHER,5,nkura,nku,I,Bouna Kulango,GH
5,Q2OTHER,26,nlimbom,mis,S,Uncoded languages,CM
5,Q2OTHER,14,north ivie,mis,S,Uncoded languages,NG
5,Q2OTHER,12,nsenga,nse,I,Nsenga,MZ
5,Q2OTHER,26,ntem,mis,S,Uncoded languages,CM
5,Q2OTHER,26,ntenako,mis,S,Uncoded languages,CM
5,Q2OTHER,6,nubian,kcn,I,Nubi,KE
5,Q2OTHER,5,nusu,mis,S,Uncoded languages,GH
5,Q2OTHER,26,nweh,nwe,I,Ngwe,CM
5,Q2OTHER,20,nyanja,nya,I,Nyanja,ZW
5,Q2OTHER,20,nyasaland,nya,I,Nyanja,ZW
5,Q2OTHER,13,nyemba,mis,S,Uncoded languages,NA
5,Q2OTHER,26,nyokon,nvo,I,Nyokon,CM
5,Q2OTHER,5,nzema,nzi,I,Nzima,GH
5,Q2OTHER,26,nzime,ozm,I,Koonzime,CM
5,Q2OTHER,26,obang,etu,I,Ejagham,CM
5,Q2OTHER,14,ogoja,mis,S,Uncoded languages,NG
5,Q2OTHER,14,ohafia,ibo,I,Igbo,NG
5,Q2OTHER,18,okebu,ndp,I,Ndo,UG
5,Q2OTHER,14,okpe,okx,I,Okpe (Northwestern Edo),NG
5,Q2OTHER,14,okpella,atg,I,Ivbie North-Okpela-Arhe,NG
5,Q2OTHER,14,okrika,okr,I,Kirike,NG
5,Q2OTHER,26,oku,oku,I,Oku,CM
5,Q2OTHER,14,olukumi,mis,S,Uncoded languages,NG
5,Q2OTHER,18,ombach,mis,S,Uncoded languages,UG
5,Q2OTHER,14,once,mis,S,Uncoded languages,NG
5,Q2OTHER,26,oroko,bdu,I,Oroko,CM
5,Q2OTHER,6,oroma,orc,I,Orma,KE
5,Q2OTHER,6,oroma,orm,M,Oromo,KE
5,Q2OTHER,26,oshe,mis,S,Uncoded languages,CM
5,Q2OTHER,14,ososo,oso,I,Ososo,NG
5,Q2OTHER,2,parakarungu,mis,S,Uncoded languages,BW
5,Q2OTHER,15,pepele,mis,S,Uncoded languages,SN
5,Q2OTHER,24,peul,fue,I,Borgu Fulfulde,TG
5,Q2OTHER,24,peul,ful,M,Fulah,TG
5,Q2OTHER,26,peulh,fub,I,Adamawa Fulfulde,CM
5,Q2OTHER,26,peulh,ful,M,Fulah,CM
5,Q2OTHER,6,pokomo,pkb,I,Pokomo,KE
5,Q2OTHER,15,portugais,por,I,Portuguese,SN
5,Q2OTHER,6,punjabi,pan,I,Panjabi,KE
5,Q2OTHER,6,rendile,rel,I,Rendille,KE
5,Q2OTHER,14,ron,cla,I,Ron,NG
5,Q2OTHER,12,ronga,rng,I,Ronga,MZ
5,Q2OTHER,18,rufumbira,kin,I,Kinyarwanda,UG
5,Q2OTHER,18,rugisu,kin,I,Kinyarwanda,UG
5,Q2OTHER,18,rululi,ruc,I,Ruuli,UG
5,Q2OTHER,13,rumbundu,umb,I,Umbundu,NA
5,Q2OTHER,18,runyarwanda,kin,I,Kinyarwanda,UG
5,Q2OTHER,18,rutagwenda,nyo,I,Nyoro,UG
5,Q2OTHER,6,sabaot,spy,I,Sabaot,KE
5,Q2OTHER,6,sabaot,kln,M,Kalenjin,KE
5,Q2OTHER,3,sambla,sos,I,Seeku,BF
5,Q2OTHER,27,samoro,mis,S,Uncoded languages,CI
5,Q2OTHER,26,sanaga,bag,I,Tuki,CM
5,Q2OTHER,8,sapo,krn,I,Sapo,LR
5,Q2OTHER,14,sayawa,say,I,Saya,NG
5,Q2OTHER,2,sebanderu,mis,S,Uncoded languages,BW
5,Q2OTHER,2,sebolongwe,mis,S,Uncoded languages,BW
5,Q2OTHER,2,sekolong,mis,S,Uncoded languages,BW
5,Q2OTHER,2,senanjwa,mis,S,Uncoded languages,BW
5,Q2OTHER,2,sepedi,nso,I,Pedi,BW
5,Q2OTHER,2,setebele,nde,I,North Ndebele,BW
5,Q2OTHER,2,setlharo,mis,S,Uncoded languages,BW
5,Q2OTHER,2,setswapong,two,I,Tswapong,BW
5,Q2OTHER,20,shangani,tso,I,Tsonga,ZW
5,Q2OTHER,20,shangwe,sna,I,Shona,ZW
5,Q2OTHER,6,shelshel,mis,S,Uncoded languages,KE
5,Q2OTHER,19,shila,tap,I,Taabwa,ZM
5,Q2OTHER,13,shona,mis,S,Uncoded languages,NA
5,Q2OTHER,19,shona,sna,I,Shona,ZM
5,Q2OTHER,14,shuwa,shu,I,Chadian Arabic,NG
5,Q2OTHER,14,shuwa,ara,M,Arabic,NG
5,Q2OTHER,19,siluchazi,mis,S,Uncoded languages,ZM
5,Q2OTHER,24,sirka,mis,S,Uncoded languages,TG
5,Q2OTHER,5,sissala,sil,I,Tumulung Sisaala,GH
5,Q2OTHER,5,sissala,ssl,I,Western Sisaala,GH
5,Q2OTHER,30,sizulu,zul,I,Zulu,SZ
5,Q2OTHER,27,sokouya,mis,S,Uncoded languages,CI
5,Q2OTHER,24,sola,soy,I,Miyobe,TG
5,Q2OTHER,20,sotho,nso,I,Pedi,ZW
5,Q2OTHER,15,soussou,sus,I,Susu,SN
5,Q2OTHER,6,suba,sxb,I,Suba,KE
5,Q2OTHER,18,swahili,swh,I,Swahili (individual language),UG
5,Q2OTHER,18,swahili,swa,M,Swahili (macrolanguage),UG
5,Q2OTHER,19,swaka,leb,I,Lala-Bisa,ZM
5,Q2OTHER,12,tacuane,tke,I,Takwane,MZ
5,Q2OTHER,27,tagbana,tgw,I,Tagwana Senoufo,CI
5,Q2OTHER,5,talensi,gur,I,Farefare,GH
5,Q2OTHER,31,tamazight,kab,I,Kabyle,DZ
5,Q2OTHER,33,tamazight,zgh,I,Standard Moroccan Tamazight,MA
5,Q2OTHER,14,tangale,tan,I,Tangale,NG
5,Q2OTHER,18,tanzanian,swh,I,Swahili (individual language),UG
5,Q2OTHER,18,tanzanian,swa,M,Swahili (macrolanguage),UG
5,Q2OTHER,14,tarok,yer,I,Tarok,NG
5,Q2OTHER,24,tchamba,aks,I,Akaselem,TG
5,Q2OTHER,26,tchang,ybb,I,Yemba,CM
5,Q2OTHER,24,tchokossi,cko,I,Anufo,TG
5,Q2OTHER,24,temberma,mis,S,Uncoded languages,TG
5,Q2OTHER,27,teninka,mis,S,Uncoded languages,CI
5,Q2OTHER,6,teso,teo,I,Teso,KE
5,Q2OTHER,6,tharaka,thk,I,Tharaka,KE
5,Q2OTHER,5,timbru,mis,S,Uncoded languages,GH
5,Q2OTHER,14,tiv,tiv,I,Tiv,NG
5,Q2OTHER,28,toma mania,tod,I,Toma,GN
5,Q2OTHER,5,tombolon,tpm,I,Tampulma,GH
5,Q2OTHER,15,tourka,mis,S,Uncoded languages,SN
5,Q2OTHER,3,toussian,mis,S,Uncoded languages,BF
5,Q2OTHER,16,tsonga,tso,I,Tsonga,ZA
5,Q2OTHER,30,tsonga,tso,I,Tsonga,SZ
5,Q2OTHER,20,tumbuka,tum,I,Tumbuka,ZW
5,Q2OTHER,3,turka,tuz,I,Turka,BF
5,Q2OTHER,14,ukwale,ukw,I,Ukwuani-Aboh-Ndoni,NG
5,Q2OTHER,14,ukwani,ukw,I,Ukwuani-Aboh-Ndoni,NG
5,Q2OTHER,14,uwa,mis,S,Uncoded languages,NG
5,Q2OTHER,14,uzeba,mis,S,Uncoded languages,NG
5,Q2OTHER,20,vhitori,mis,S,Uncoded languages,ZW
5,Q2OTHER,5,waala,wlx,I,Wali (Ghana),GH
5,Q2OTHER,1,waama,wwa,I,Waama,BJ
5,Q2OTHER,26,wandala,mfi,I,Wandala,CM
5,Q2OTHER,5,wangra,mis,S,Uncoded languages,GH
5,Q2OTHER,6,wardei,som,I,Somali,KE
5,Q2OTHER,24,watchi,mis,S,Uncoded languages,TG
5,Q2OTHER,26,weh,weh,I,Weh,CM
5,Q2OTHER,26,widikum,mis,S,Uncoded languages,CM
5,Q2OTHER,26,wimbum,lmp,I,Limbum,CM
5,Q2OTHER,27,wobe,wob,I,Wè Northern,CI
5,Q2OTHER,28,wome,mis,S,Uncoded languages,GN
5,Q2OTHER,26,womela,mis,S,Uncoded languages,CM
5,Q2OTHER,7,xhosa,xho,I,Xhosa,LS
5,Q2OTHER,20,xhosa,xho,I,Xhosa,ZW
5,Q2OTHER,14,yakhor,yaz,I,Lokaa,NG
5,Q2OTHER,3,yanan,mis,S,Uncoded languages,BF
5,Q2OTHER,12,yao,yao,I,Yao,MZ
5,Q2OTHER,19,yawa,mis,S,Uncoded languages,ZM
5,Q2OTHER,24,yorouba,yor,I,Yoruba,TG
5,Q2OTHER,14,youm,mis,S,Uncoded languages,NG
5,Q2OTHER,14,zamji,mis,S,Uncoded languages,NG
5,Q2OTHER,5,zamrama,mis,S,Uncoded languages,GH
5,Q2OTHER,13,zembas,dhm,I,Zemba,NA
5,Q2OTHER,1,zerma,mis,S,Uncoded languages,BJ
5,Q2OTHER,27,zinninga,mis,S,Uncoded languages,CI
5,Q2OTHER,26,zoulgo,gnd,I,Zulgo-Gemzek,CM
5,Q2OTHER,30,zulu,zul,I,Zulu,SZ
5,Q2OTHER,14,zuro,dri,I,C'Lela,NG
6,Q103OTHER,11,ada,ada,I,Adangme,GH
6,Q103OTHER,25,angolan,aoa,I,Angolar,ST
6,Q103OTHER,25,angulares,aoa,I,Angolar,ST
6,Q103OTHER,11,anyinam,any,I,Anyin,GH
6,Q103OTHER,11,bimoba,bim,I,Bimoba,GH
6,Q103OTHER,35,bisa,leb,I,Lala-Bisa,ZM
6,Q103OTHER,21,bitonga,toh,I,Gitonga,MZ
6,Q103OTHER,11,buzanga,mis,S,Uncoded languages,GH
6,Q103OTHER,25,caboverdiano,kea,I,Kabuverdianu,ST
6,Q103OTHER,21,chape,cce,I,Chopi,MZ
6,Q103OTHER,17,chilambya,lai,I,Lambya,MW
6,Q103OTHER,17,chinkhonde,nyy,I,Nyakyusa-Ngonde,MW
6,Q103OTHER,21,chiteye,twx,I,Tewe,MZ
6,Q103OTHER,17,chitonga,tog,I,Tonga (Nyasa),MW
6,Q103OTHER,17,chiyao,yao,I,Yao,MW
6,Q103OTHER,21,chona,mis,S,Uncoded languages,MZ
6,Q103OTHER,21,chongo,mis,S,Uncoded languages,MZ
6,Q103OTHER,21,chope,cce,I,Chopi,MZ
6,Q103OTHER,21,chuabo,chw,I,Chuwabu,MZ
6,Q103OTHER,11,dagaari,dga,I,Southern Dagaare,GH
6,Q103OTHER,11,dagaarti,dga,I,Southern Dagaare,GH
6,Q103OTHER,32,ewe,ewe,I,Ewe,TG
6,Q103OTHER,25,foro,cri,I,Sãotomense,ST
6,Q103OTHER,25,forro,cri,I,Sãotomense,ST
6,Q103OTHER,11,frafra,gur,I,Farefare,GH
6,Q103OTHER,12,francais,fra,I,French,GN
6,Q103OTHER,26,francais,fra,I,French,SN
6,Q103OTHER,32,francais,fra,I,French,TG
6,Q103OTHER,12,francaise,fra,I,French,GN
6,Q103OTHER,11,french,fra,I,French,GH
6,Q103OTHER,33,french,fra,I,French,TN
6,Q103OTHER,27,fullah,fuf,I,Pular,SL
6,Q103OTHER,27,fullah,ful,M,Fulah,SL
6,Q103OTHER,6,ghemba,mis,S,Uncoded languages,CM
6,Q103OTHER,11,gonja,gjn,I,Gonja,GH
6,Q103OTHER,11,gruni,gur,I,Farefare,GH
6,Q103OTHER,11,grushi,xsm,I,Kasem,GH
6,Q103OTHER,12,guerze,gkp,I,Guinea Kpelle,GN
6,Q103OTHER,12,guerze,kpe,M,Kpelle,GN
6,Q103OTHER,11,kaakye,kye,I,Krache,GH
6,Q103OTHER,32,kabye,kbp,I,Kabiyè,TG
6,Q103OTHER,34,kakwa,keo,I,Kakwa,UG
6,Q103OTHER,34,kapsabinyi,kpz,I,Kupsabiny,UG
6,Q103OTHER,28,khoisan,naq,I,Khoekhoe,ZA
6,Q103OTHER,27,kissi,kqs,I,Northern Kissi,SL
6,Q103OTHER,27,kissi,kss,I,Southern Kisi,SL
6,Q103OTHER,11,kokomba,xon,I,Konkomba,GH
6,Q103OTHER,6,kotoko,mis,S,Uncoded languages,CM
6,Q103OTHER,11,kotokoli,kdh,I,Tem,GH
6,Q103OTHER,11,krobo,ada,I,Adangme,GH
6,Q103OTHER,34,kupsabinyi,kpz,I,Kupsabiny,UG
6,Q103OTHER,11,kusaasi,kus,I,Kusaal,GH
6,Q103OTHER,11,kusal,kus,I,Kusaal,GH
6,Q103OTHER,21,ligote,mis,S,Uncoded languages,MZ
6,Q103OTHER,21,logote,mis,S,Uncoded languages,MZ
6,Q103OTHER,34,lugwere,gwr,I,Gwere,UG
6,Q103OTHER,34,lunyole,nuj,I,Nyole,UG
6,Q103OTHER,34,lusamia,lsm,I,Saamia,UG
6,Q103OTHER,34,lusamia,luy,M,Luyia,UG
6,Q103OTHER,6,mada,mxu,I,Mada (Cameroon),CM
6,Q103OTHER,6,mafa,maf,I,Mafa,CM
6,Q103OTHER,11,mamprusi,maw,I,Mampruli,GH
6,Q103OTHER,21,manhungue,mxc,I,Manyika,MZ
6,Q103OTHER,12,mano,mev,I,Mano,GN
6,Q103OTHER,21,maronga,rng,I,Ronga,MZ
6,Q103OTHER,26,maure,mis,S,Uncoded languages,SN
6,Q103OTHER,11,mo,mzw,I,Deg,GH
6,Q103OTHER,11,mossi,mos,I,Mossi,GH
6,Q103OTHER,6,moundang,mua,I,Mundang,CM
6,Q103OTHER,11,nankan,gur,I,Farefare,GH
6,Q103OTHER,28,ndebela,nbl,I,South Ndebele,ZA
6,Q103OTHER,34,ngakarimajong,kdj,I,Karamojong,UG
6,Q103OTHER,21,nhungue,nyu,I,Nyungwe,MZ
6,Q103OTHER,35,nsenga,nse,I,Nsenga,ZM
6,Q103OTHER,21,outra lingua,und,S,Undetermined,MZ
6,Q103OTHER,21,outras linguas,und,S,Undetermined,MZ
6,Q103OTHER,28,pedi,nso,I,Pedi,ZA
6,Q103OTHER,21,poetugues e xitsua,por,I,Portuguese,MZ
6,Q103OTHER,21,portugues e outras linguas,por,I,Portuguese,MZ
6,Q103OTHER,21,portugues e sena,por,I,Portuguese,MZ
6,Q103OTHER,34,rufumbira,kin,I,Kinyarwanda,UG
6,Q103OTHER,34,runyarwanda,kin,I,Kinyarwanda,UG
6,Q103OTHER,21,sena,seh,I,Sena,MZ
6,Q103OTHER,21,sena e portugues,seh,I,Sena,MZ
6,Q103OTHER,26,serere,srr,I,Serer,SN
6,Q103OTHER,28,setsonga,tso,I,Tsonga,ZA
6,Q103OTHER,11,sissala,sil,I,Tumulung Sisaala,GH
6,Q103OTHER,11,sissala,ssl,I,Western Sisaala,GH
6,Q103OTHER,28,siswati,ssw,I,Swati,ZA
6,Q103OTHER,28,siswazi,ssw,I,Swati,ZA
6,Q103OTHER,12,soussou,sus,I,Susu,GN
6,Q103OTHER,28,swazi,ssw,I,Swati,ZA
6,Q103OTHER,20,tamazight,zgh,I,Standard Moroccan Tamazight,MA
6,Q103OTHER,21,tewe,twx,I,Tewe,MZ
6,Q103OTHER,12,toma,tod,I,Toma,GN
6,Q103OTHER,28,tsonga,tso,I,Tsonga,ZA
6,Q103OTHER,35,tumbka,mis,S,Uncoded languages,ZM
6,Q103OTHER,11,waala,wlx,I,Wali (Ghana),GH
6,Q103OTHER,11,wangara,mis,S,Uncoded languages,GH
6,Q103OTHER,11,wulisa,mis,S,Uncoded languages,GH
6,Q103OTHER,28,xitsonga,tso,I,Tsonga,ZA
6,Q103OTHER,21,xitsua,tsc,I,Tswa,MZ
6,Q103OTHER,21,xitswa,tsc,I,Tswa,MZ
6,Q103OTHER,28,xtsonga,tso,I,Tsonga,ZA
6,Q103OTHER,30,zulu,zul,I,Zulu,SZ
6,Q116OTHER,6,bafoussam,mis,S,Uncoded languages,CM
6,Q116OTHER,12,baga,bcg,I,Baga Pokur,GN
6,Q116OTHER,24,bajju,kaj,I,Jju,NG
6,Q116OTHER,6,bamileke,mis,S,Uncoded languages,CM
6,Q116OTHER,24,bandawa,bcv,I,Shoo-Minda-Nye,NG
6,Q116OTHER,6,bassa,bas,I,Basa (Cameroon),CM
6,Q116OTHER,6,bene,bum,I,Bulu (Cameroon),CM
6,Q116OTHER,24,birom,bom,I,Berom,NG
6,Q116OTHER,24,bujja,mis,S,Uncoded languages,NG
6,Q116OTHER,24,buju,mis,S,Uncoded languages,NG
6,Q116OTHER,24,chamawa,mis,S,Uncoded languages,NG
6,Q116OTHER,11,dagaare,dga,I,Southern Dagaare,GH
6,Q116OTHER,24,eggon,ego,I,Eggon,NG
6,Q116OTHER,6,eton,eto,I,Eton (Cameroon),CM
6,Q116OTHER,24,etsako,ets,I,Yekhee,NG
6,Q116OTHER,24,gbagyi,gbr,I,Gbagyi,NG
6,Q116OTHER,11,gonja,gjn,I,Gonja,GH
6,Q116OTHER,24,gwandara,gwn,I,Gwandara,NG
6,Q116OTHER,24,igede,ige,I,Igede,NG
6,Q116OTHER,24,kabba,bgu,I,Mbongno,NG
6,Q116OTHER,24,kabba/bunu,bgu,I,Mbongno,NG
6,Q116OTHER,24,kalabari,ijn,I,Kalabari,NG
6,Q116OTHER,11,kasem,xsm,I,Kasem,GH
6,Q116OTHER,31,kiha,haq,I,Ha,TZ
6,Q116OTHER,31,kijaluo,mis,S,Uncoded languages,TZ
6,Q116OTHER,31,kikinga,zga,I,Kinga,TZ
6,Q116OTHER,31,kindamba,ndj,I,Ndamba,TZ
6,Q116OTHER,31,kiruri,kya,I,Kwaya,TZ
6,Q116OTHER,31,kizanaki,zak,I,Zanaki,TZ
6,Q116OTHER,11,kokomba,xon,I,Konkomba,GH
6,Q116OTHER,11,kotokoli,kdh,I,Tem,GH
6,Q116OTHER,24,lemoro,ldj,I,Lemoro,NG
6,Q116OTHER,11,likpakpaln,xon,I,Konkomba,GH
6,Q116OTHER,24,maghai,mew,I,Maaka,NG
6,Q116OTHER,26,maure,mis,S,Uncoded languages,SN
6,Q116OTHER,6,mbo,mbo,I,Mbo (Cameroon),CM
6,Q116OTHER,11,moshie,mos,I,Mossi,GH
6,Q116OTHER,6,moundang,mua,I,Mundang,CM
6,Q116OTHER,24,mumuye,mzm,I,Mumuye,NG
6,Q116OTHER,24,mwaghavul,sur,I,Mwaghavul,NG
6,Q116OTHER,21,myungue,nyu,I,Nyungwe,MZ
6,Q116OTHER,24,ndola,ndr,I,Ndoola,NG
6,Q116OTHER,24,ngas,anc,I,Ngas,NG
6,Q116OTHER,21,ngungue,nyu,I,Nyungwe,MZ
6,Q116OTHER,21,nhumgue,nyu,I,Nyungwe,MZ
6,Q116OTHER,21,nhungue,nyu,I,Nyungwe,MZ
6,Q116OTHER,21,nhunguem,nyu,I,Nyungwe,MZ
6,Q116OTHER,21,nhungwe,nyu,I,Nyungwe,MZ
6,Q116OTHER,21,njumgue,nyu,I,Nyungwe,MZ
6,Q116OTHER,21,njungue,nyu,I,Nyungwe,MZ
6,Q116OTHER,21,njungur,nyu,I,Nyungwe,MZ
6,Q116OTHER,6,nkwen,mfd,I,Mendankwe-Nkwen,CM
6,Q116OTHER,6,ntoumou,fan,I,Fang (Equatorial Guinea),CM
6,Q116OTHER,21,nyhungue,nyu,I,Nyungwe,MZ
6,Q116OTHER,21,nyugue,nyu,I,Nyungwe,MZ
6,Q116OTHER,21,nyunge,nyu,I,Nyungwe,MZ
6,Q116OTHER,21,nyungue,nyu,I,Nyungwe,MZ
6,Q116OTHER,21,nyungwe,nyu,I,Nyungwe,MZ
6,Q116OTHER,21,nyyngue,nyu,I,Nyungwe,MZ
6,Q116OTHER,28,portuguese,por,I,Portuguese,ZA
6,Q116OTHER,11,sisaala,sil,I,Tumulung Sisaala,GH
6,Q116OTHER,11,sisaala,ssl,I,Western Sisaala,GH
6,Q116OTHER,8,tour,mis,S,Uncoded languages,CI
6,Q116OTHER,24,tukun,nza,I,Tigon Mbembe,NG
6,Q116OTHER,24,umone,umm,I,Umon,NG
6,Q116OTHER,11,waala,wlx,I,Wali (Ghana),GH
6,Q116OTHER,24,zuru,dri,I,C'Lela,NG
6,Q2OTHER,8,abidji,abi,I,Abidji,CI
6,Q2OTHER,8,aboure,abu,I,Abure,CI
6,Q2OTHER,11,ada,ada,I,Adangme,GH
6,Q2OTHER,24,adara,kad,I,Adara,NG
6,Q2OTHER,11,adele,ade,I,Adele,GH
6,Q2OTHER,32,adele,ade,I,Adele,TG
6,Q2OTHER,6,aghem,agq,I,Aghem,CM
6,Q2OTHER,11,ahanta,aha,I,Ahanta,GH
6,Q2OTHER,13,ajuran,mis,S,Uncoded languages,KE
6,Q2OTHER,6,akosse,mis,S,Uncoded languages,CM
6,Q2OTHER,11,akyode,acd,I,Gikyode,GH
6,Q2OTHER,24,alago,ala,I,Alago,NG
6,Q2OTHER,8,alladjan,mis,S,Uncoded languages,CI
6,Q2OTHER,6,ambele,ael,I,Ambele,CM
