respno,country,lang_name,iso_639_3,glottocode,wals,lang_numb
CVE1042,CV,crioulo,kea,kabu1256,por,1
CVE1043,CV,crioulo,kea,kabu1256,por,2
CVE1043,CV,português,por,port1283,por,2
CVE1044,CV,crioulo,kea,kabu1256,por,1
CVE1045,CV,crioulo,kea,kabu1256,por,3
CVE1045,CV,português,por,port1283,por,3
CVE1045,CV,francês,fra,stan1290,fre,3
CVE1046,CV,crioulo,kea,kabu1256,por,2
CVE1046,CV,português,por,port1283,por,2
CVE1047,CV,crioulo,kea,kabu1256,por,1
CVE1048,CV,crioulo,kea,kabu1256,por,2
CVE1048,CV,português,por,port1283,por,2
CVE1049,CV,crioulo,kea,kabu1256,por,1
CVE1050,CV,crioulo,kea,kabu1256,por,1
CVE1051,CV,crioulo,kea,kabu1256,por,2
CVE1051,CV,português,por,port1283,por,2
CVE1052,CV,crioulo,kea,kabu1256,por,1
CVE1053,CV,crioulo,kea,kabu1256,por,2
CVE1053,CV,português,por,port1283,por,2
CVE1054,CV,crioulo,kea,kabu1256,por,1
CVE1055,CV,crioulo,kea,kabu1256,por,1
CVE1056,CV,crioulo,kea,kabu1256,por,1
CVE1057,CV,crioulo,kea,kabu1256,por,1
CVE1058,CV,crioulo,kea,kabu1256,por,1
CVE1059,CV,crioulo,kea,kabu1256,por,1
CVE1060,CV,crioulo,kea,kabu1256,por,1
CVE1061,CV,crioulo,kea,kabu1256,por,1
CVE1062,CV,crioulo,kea,kabu1256,por,1
CVE1063,CV,crioulo,kea,kabu1256,por,1
CVE1064,CV,crioulo,kea,kabu1256,por,2
CVE1064,CV,português,por,port1283,por,2
CVE1065,CV,crioulo,kea,kabu1256,por,1
CVE1066,CV,crioulo,kea,kabu1256,por,2
CVE1066,CV,português,por,port1283,por,2
CVE1067,CV,crioulo,kea,kabu1256,por,2
CVE1067,CV,português,por,port1283,por,2
CVE1068,CV,crioulo,kea,kabu1256,por,2
CVE1068,CV,português,por,port1283,por,2
CVE1069,CV,crioulo,kea,kabu1256,por,2
CVE1069,CV,português,por,port1283,por,2
CVE1070,CV,crioulo,kea,kabu1256,por,1
CVE1071,CV,crioulo,kea,kabu1256,por,2
CVE1071,CV,português,por,port1283,por,2
CVE1072,CV,crioulo,kea,kabu1256,por,1
CVE1073,CV,crioulo,kea,kabu1256,por,1
CVE1074,CV,crioulo,kea,kabu1256,por,1
CVE1075,CV,crioulo,kea,kabu1256,por,1
CVE1076,CV,crioulo,kea,kabu1256,por,1
CVE1077,CV,crioulo,kea,kabu1256,por,1
CVE1078,CV,crioulo,kea,kabu1256,por,1
CVE1079,CV,crioulo,kea,kabu1256,por,1
CVE1080,CV,crioulo,kea,kabu1256,por,2
CVE1080,CV,português,por,port1283,por,2
CVE1081,CV,crioulo,kea,kabu1256,por,1
CVE1082,CV,crioulo,kea,kabu1256,por,1
CVE1083,CV,crioulo,kea,kabu1256,por,1
CVE1084,CV,crioulo,kea,kabu1256,por,1
CVE1085,CV,crioulo,kea,kabu1256,por,1
CVE1086,CV,crioulo,kea,kabu1256,por,2
CVE1086,CV,português,por,port1283,por,2
CVE1087,CV,crioulo,kea,kabu1256,por,1
CVE1088,CV,crioulo,kea,kabu1256,por,1
CVE1089,CV,crioulo,kea,kabu1256,por,2
CVE1089,CV,português,por,port1283,por,2
CVE1090,CV,crioulo,kea,kabu1256,por,1
CVE1091,CV,crioulo,kea,kabu1256,por,1
CVE1092,CV,crioulo,kea,kabu1256,por,1
CVE1093,CV,crioulo,kea,kabu1256,por,1
CVE1094,CV,crioulo,kea,kabu1256,por,2
CVE1094,CV,português,por,port1283,por,2
CVE1095,CV,crioulo,kea,kabu1256,por,2
CVE1095,CV,português,por,port1283,por,2
CVE1096,CV,crioulo,kea,kabu1256,por,1
CVE1097,CV,crioulo,kea,kabu1256,por,1
CVE1098,CV,crioulo,kea,kabu1256,por,2
CVE1098,CV,português,por,port1283,por,2
CVE1099,CV,crioulo,kea,kabu1256,por,1
CVE1100,CV,crioulo,kea,kabu1256,por,1
CVE1101,CV,crioulo,kea,kabu1256,por,1
CVE1102,CV,crioulo,kea,kabu1256,por,1
CVE1103,CV,crioulo,kea,kabu1256,por,2
CVE1103,CV,português,por,port1283,por,2
CVE1104,CV,crioulo,kea,kabu1256,por,2
CVE1104,CV,português,por,port1283,por,2
CVE1105,CV,crioulo,kea,kabu1256,por,2
CVE1105,CV,português,por,port1283,por,2
CVE1106,CV,crioulo,kea,kabu1256,por,2
CVE1106,CV,português,por,port1283,por,2
CVE1107,CV,crioulo,kea,kabu1256,por,1
CVE1108,CV,crioulo,kea,kabu1256,por,1
CVE1109,CV,crioulo,kea,kabu1256,por,2
CVE1109,CV,português,por,port1283,por,2
CVE1110,CV,crioulo,kea,kabu1256,por,2
CVE1110,CV,português,por,port1283,por,2
CVE1111,CV,crioulo,kea,kabu1256,por,1
CVE1112,CV,crioulo,kea,kabu1256,por,2
CVE1112,CV,português,por,port1283,por,2
CVE1113,CV,crioulo,kea,kabu1256,por,1
CVE1114,CV,crioulo,kea,kabu1256,por,1
CVE1115,CV,crioulo,kea,kabu1256,por,1
CVE1116,CV,crioulo,kea,kabu1256,por,1
CVE1117,CV,crioulo,kea,kabu1256,por,1
CVE1118,CV,crioulo,kea,kabu1256,por,2
CVE1118,CV,português,por,port1283,por,2
CVE1119,CV,crioulo,kea,kabu1256,por,1
CVE1120,CV,crioulo,kea,kabu1256,por,1
CVE1121,CV,crioulo,kea,kabu1256,por,2
CVE1121,CV,português,por,port1283,por,2
CVE1122,CV,crioulo,kea,kabu1256,por,2
CVE1122,CV,português,por,port1283,por,2
CVE1123,CV,crioulo,kea,kabu1256,por,1
CVE1124,CV,crioulo,kea,kabu1256,por,2
CVE1124,CV,português,por,port1283,por,2
CVE1125,CV,crioulo,kea,kabu1256,por,2
CVE1125,CV,português,por,port1283,por,2
CVE1126,CV,crioulo,kea,kabu1256,por,1
CVE1127,CV,crioulo,kea,kabu1256,por,3
CVE1127,CV,português,por,port1283,por,3
CVE1127,CV,francês,fra,stan1290,fre,3
CVE1128,CV,crioulo,kea,kabu1256,por,3
CVE1128,CV,português,por,port1283,por,3
CVE1128,CV,francês,fra,stan1290,fre,3
CVE1129,CV,crioulo,kea,kabu1256,por,2
CVE1129,CV,português,por,port1283,por,2
CVE1130,CV,crioulo,kea,kabu1256,por,2
CVE1130,CV,português,por,port1283,por,2
CVE1131,CV,crioulo,kea,kabu1256,por,2
CVE1131,CV,português,por,port1283,por,2
CVE1132,CV,crioulo,kea,kabu1256,por,2
CVE1132,CV,português,por,port1283,por,2
CVE1133,CV,crioulo,kea,kabu1256,por,3
CVE1133,CV,português,por,port1283,por,3
CVE1133,CV,francês,fra,stan1290,fre,3
CVE1134,CV,crioulo,kea,kabu1256,por,2
CVE1134,CV,português,por,port1283,por,2
CVE1135,CV,crioulo,kea,kabu1256,por,2
CVE1135,CV,português,por,port1283,por,2
CVE1136,CV,crioulo,kea,kabu1256,por,2
CVE1136,CV,português,por,port1283,por,2
CVE1137,CV,crioulo,kea,kabu1256,por,3
CVE1137,CV,português,por,port1283,por,3
CVE1137,CV,inglês,eng,stan1293,eng,3
CVE1138,CV,crioulo,kea,kabu1256,por,1
CVE1139,CV,crioulo,kea,kabu1256,por,1
CVE1140,CV,crioulo,kea,kabu1256,por,3
CVE1140,CV,francês,fra,stan1290,fre,3
CVE1140,CV,português,por,port1283,por,3
CVE1141,CV,português,por,port1283,por,3
CVE1141,CV,crioulo,kea,kabu1256,por,3
CVE1141,CV,inglês,eng,stan1293,eng,3
CVE1142,CV,crioulo,kea,kabu1256,por,1
CVE1143,CV,crioulo,kea,kabu1256,por,3
CVE1143,CV,português,por,port1283,por,3
CVE1143,CV,inglês,eng,stan1293,eng,3
CVE1144,CV,crioulo,kea,kabu1256,por,2
CVE1144,CV,português,por,port1283,por,2
CVE1145,CV,crioulo,kea,kabu1256,por,2
CVE1145,CV,português,por,port1283,por,2
CVE1146,CV,crioulo,kea,kabu1256,por,1
CVE1147,CV,crioulo,kea,kabu1256,por,2
CVE1147,CV,português,por,port1283,por,2
CVE1148,CV,crioulo,kea,kabu1256,por,2
CVE1148,CV,português,por,port1283,por,2
CVE1149,CV,crioulo,kea,kabu1256,por,2
CVE1149,CV,português,por,port1283,por,2
CVE1150,CV,crioulo,kea,kabu1256,por,3
CVE1150,CV,português,por,port1283,por,3
CVE1150,CV,italiano,ita,ital1282,ifi,3
CVE1151,CV,crioulo,kea,kabu1256,por,3
CVE1151,CV,português,por,port1283,por,3
CVE1151,CV,francês,fra,stan1290,fre,3
CVE1152,CV,crioulo,kea,kabu1256,por,4
CVE1152,CV,espanhol,spa,stan1288,spa,4
CVE1152,CV,inglês,eng,stan1293,eng,4
CVE1152,CV,português,por,port1283,por,4
CVE1153,CV,crioulo,kea,kabu1256,por,2
CVE1153,CV,português,por,port1283,por,2
CVE1154,CV,crioulo,kea,kabu1256,por,2
CVE1154,CV,português,por,port1283,por,2
CVE1155,CV,português,por,port1283,por,3
CVE1155,CV,crioulo,kea,kabu1256,por,3
CVE1155,CV,holandês,nld,dutc1256,dut,3
CVE1156,CV,crioulo,kea,kabu1256,por,2
CVE1156,CV,português,por,port1283,por,2
CVE1157,CV,crioulo,kea,kabu1256,por,3
CVE1157,CV,português,por,port1283,por,3
CVE1157,CV,francês,fra,stan1290,fre,3
CVE1158,CV,crioulo,kea,kabu1256,por,3
CVE1158,CV,português,por,port1283,por,3
CVE1158,CV,inglês,eng,stan1293,eng,3
CVE1159,CV,crioulo,kea,kabu1256,por,2
CVE1159,CV,português,por,port1283,por,2
CVE1160,CV,crioulo,kea,kabu1256,por,4
CVE1160,CV,francês,fra,stan1290,fre,4
CVE1160,CV,português,por,port1283,por,4
CVE1160,CV,inglês,eng,stan1293,eng,4
CVE1161,CV,crioulo,kea,kabu1256,por,4
CVE1161,CV,francês,fra,stan1290,fre,4
CVE1161,CV,inglês,eng,stan1293,eng,4
CVE1161,CV,português,por,port1283,por,4
CVE1162,CV,crioulo,kea,kabu1256,por,2
CVE1162,CV,português,por,port1283,por,2
CVE1163,CV,crioulo,kea,kabu1256,por,3
CVE1163,CV,português,por,port1283,por,3
CVE1163,CV,francês,fra,stan1290,fre,3
CVE1164,CV,crioulo,kea,kabu1256,por,2
CVE1164,CV,português,por,port1283,por,2
CVE1165,CV,crioulo,kea,kabu1256,por,2
CVE1165,CV,português,por,port1283,por,2
CVE1166,CV,crioulo,kea,kabu1256,por,3
CVE1166,CV,português,por,port1283,por,3
CVE1166,CV,francês,fra,stan1290,fre,3
CVE1167,CV,crioulo,kea,kabu1256,por,1
CVE1168,CV,crioulo,kea,kabu1256,por,1
CVE1169,CV,crioulo,kea,kabu1256,por,3
CVE1169,CV,português,por,port1283,por,3
CVE1169,CV,inglês,eng,stan1293,eng,3
CVE1170,CV,crioulo,kea,kabu1256,por,1
CVE1171,CV,crioulo,kea,kabu1256,por,3
CVE1171,CV,português,por,port1283,por,3
CVE1171,CV,francês,fra,stan1290,fre,3
CVE1172,CV,crioulo,kea,kabu1256,por,4
CVE1172,CV,frances,fra,stan1290,fre,4
CVE1172,CV,portugês,por,port1283,por,4
CVE1172,CV,italiano,ita,ital1282,ifi,4
CVE1173,CV,português,por,port1283,por,3
CVE1173,CV,crioulo,kea,kabu1256,por,3
CVE1173,CV,inglês,eng,stan1293,eng,3
CVE1174,CV,crioulo,kea,kabu1256,por,3
CVE1174,CV,português,por,port1283,por,3
CVE1174,CV,inglês,eng,stan1293,eng,3
CVE1175,CV,crioulo,kea,kabu1256,por,1
CVE1176,CV,crioulo,kea,kabu1256,por,2
CVE1176,CV,português,por,port1283,por,2
CVE1177,CV,crioulo,kea,kabu1256,por,2
CVE1177,CV,português,por,port1283,por,2
CVE1178,CV,crioulo,kea,kabu1256,por,1
CVE1179,CV,crioulo,kea,kabu1256,por,2
CVE1179,CV,português,por,port1283,por,2
CVE1180,CV,crioulo,kea,kabu1256,por,2
CVE1180,CV,português,por,port1283,por,2
CVE1181,CV,crioulo,kea,kabu1256,por,2
CVE1181,CV,português,por,port1283,por,2
CVE1182,CV,crioulo,kea,kabu1256,por,2
CVE1182,CV,português,por,port1283,por,2
CVE1183,CV,crioulo,kea,kabu1256,por,2
CVE1183,CV,português,por,port1283,por,2
CVE1184,CV,crioulo,kea,kabu1256,por,2
CVE1184,CV,português,por,port1283,por,2
CVE1185,CV,crioulo,kea,kabu1256,por,2
CVE1185,CV,português,por,port1283,por,2
CVE1186,CV,crioulo,kea,kabu1256,por,2
CVE1186,CV,português,por,port1283,por,2
CVE1187,CV,crioulo,kea,kabu1256,por,3
CVE1187,CV,português,por,port1283,por,3
CVE1187,CV,francês,fra,stan1290,fre,3
CVE1188,CV,crioulo,kea,kabu1256,por,1
CVE1189,CV,português,por,port1283,por,3
CVE1189,CV,crioulo,kea,kabu1256,por,3
CVE1189,CV,espanhol,spa,stan1288,spa,3
CVE1190,CV,crioulo,kea,kabu1256,por,3
CVE1190,CV,português,por,port1283,por,3
CVE1190,CV,francês,fra,stan1290,fre,3
CVE1191,CV,crioulo,kea,kabu1256,por,2
CVE1191,CV,português,por,port1283,por,2
CVE1192,CV,crioulo,kea,kabu1256,por,2
CVE1192,CV,português,por,port1283,por,2
CVE1193,CV,crioulo,kea,kabu1256,por,1
CVE1194,CV,crioulo,kea,kabu1256,por,1
CVE1195,CV,crioulo,kea,kabu1256,por,1
CVE1196,CV,crioulo,kea,kabu1256,por,2
CVE1196,CV,português,por,port1283,por,2
CVE1197,CV,crioulo,kea,kabu1256,por,2
CVE1197,CV,português,por,port1283,por,2
CVE1198,CV,crioulo,kea,kabu1256,por,2
CVE1198,CV,português,por,port1283,por,2
CVE1199,CV,crioulo,kea,kabu1256,por,2
CVE1199,CV,português,por,port1283,por,2
CVE1200,CV,crioulo,kea,kabu1256,por,1
CVE1201,CV,crioulo,kea,kabu1256,por,3
CVE1201,CV,português,por,port1283,por,3
CVE1201,CV,francês,fra,stan1290,fre,3
CVE1202,CV,crioulo,kea,kabu1256,por,2
CVE1202,CV,português,por,port1283,por,2
CVE1203,CV,crioulo,kea,kabu1256,por,1
CVE1204,CV,crioulo,kea,kabu1256,por,1
CVE1205,CV,crioulo,kea,kabu1256,por,1
CVE1206,CV,crioulo,kea,kabu1256,por,2
CVE1206,CV,português,por,port1283,por,2
CVE1207,CV,crioulo,kea,kabu1256,por,2
CVE1207,CV,português,por,port1283,por,2
CVE1208,CV,crioulo,kea,kabu1256,por,4
CVE1208,CV,português,por,port1283,por,4
CVE1208,CV,francês,fra,stan1290,fre,4
CVE1208,CV,inglês,eng,stan1293,eng,4
CVE1209,CV,crioulo,kea,kabu1256,por,2
CVE1209,CV,português,por,port1283,por,2
CVE1210,CV,português,por,port1283,por,4
CVE1210,CV,francês,fra,stan1290,fre,4
CVE1210,CV,inglês,eng,stan1293,eng,4
CVE1210,CV,espanhol,spa,stan1288,spa,4
CVE1211,CV,crioulo,kea,kabu1256,por,1
CVE1212,CV,crioulo,kea,kabu1256,por,3
CVE1212,CV,português,por,port1283,por,3
CVE1212,CV,francês,fra,stan1290,fre,3
CVE1213,CV,crioulo,kea,kabu1256,por,2
CVE1213,CV,português,por,port1283,por,2
CVE1214,CV,crioulo,kea,kabu1256,por,2
CVE1214,CV,português,por,port1283,por,2
CVE1215,CV,crioulo,kea,kabu1256,por,3
CVE1215,CV,português,por,port1283,por,3
CVE1215,CV,inglês,eng,stan1293,eng,3
CVE1216,CV,crioulo,kea,kabu1256,por,2
CVE1216,CV,português,por,port1283,por,2
CVE1217,CV,crioulo,kea,kabu1256,por,1
CVE1218,CV,crioulo,kea,kabu1256,por,2
CVE1218,CV,português,por,port1283,por,2
CVE1219,CV,crioulo,kea,kabu1256,por,2
CVE1219,CV,português,por,port1283,por,2
CVE1220,CV,crioulo,kea,kabu1256,por,2
CVE1220,CV,português,por,port1283,por,2
CVE1221,CV,crioulo,kea,kabu1256,por,2
CVE1221,CV,português,por,port1283,por,2
CVE1222,CV,crioulo,kea,kabu1256,por,2
CVE1222,CV,português,por,port1283,por,2
CVE1223,CV,crioulo,kea,kabu1256,por,3
CVE1223,CV,francês,fra,stan1290,fre,3
CVE1223,CV,português,por,port1283,por,3
CVE1224,CV,crioulo,kea,kabu1256,por,2
CVE1224,CV,português,por,port1283,por,2
CVE1225,CV,crioulo,kea,kabu1256,por,2
CVE1225,CV,português,por,port1283,por,2
CVE1226,CV,crioulo,kea,kabu1256,por,2
CVE1226,CV,português,por,port1283,por,2
CVE1227,CV,crioulo,kea,kabu1256,por,2
CVE1227,CV,português,por,port1283,por,2
CVE1228,CV,crioulo,kea,kabu1256,por,2
CVE1228,CV,português,por,port1283,por,2
CVE1229,CV,crioulo,kea,kabu1256,por,2
CVE1229,CV,português,por,port1283,por,2
CVE1230,CV,crioulo,kea,kabu1256,por,2
CVE1230,CV,português,por,port1283,por,2
CVE1231,CV,crioulo,kea,kabu1256,por,2
CVE1231,CV,português,por,port1283,por,2
CVE1232,CV,crioulo,kea,kabu1256,por,2
CVE1232,CV,português,por,port1283,por,2
CVE1233,CV,crioulo,kea,kabu1256,por,2
CVE1233,CV,português,por,port1283,por,2
CVE1234,CV,crioulo,kea,kabu1256,por,2
CVE1234,CV,português,por,port1283,por,2
CVE1235,CV,crioulo,kea,kabu1256,por,3
CVE1235,CV,português,por,port1283,por,3
CVE1235,CV,inglês,eng,stan1293,eng,3
CVE1236,CV,crioulo,kea,kabu1256,por,2
CVE1236,CV,português,por,port1283,por,2
CVE1237,CV,crioulo,kea,kabu1256,por,3
CVE1237,CV,português,por,port1283,por,3
CVE1237,CV,inglês,eng,stan1293,eng,3
CVE1238,CV,crioulo,kea,kabu1256,por,3
CVE1238,CV,português,por,port1283,por,3
CVE1238,CV,inglês,eng,stan1293,eng,3
CVE1239,CV,crioulo,kea,kabu1256,por,3
CVE1239,CV,português,por,port1283,por,3
CVE1239,CV,francês,fra,stan1290,fre,3
CVE1240,CV,crioulo,kea,kabu1256,por,2
CVE1240,CV,português,por,port1283,por,2
CVE1241,CV,crioulo,kea,kabu1256,por,3
CVE1241,CV,português,por,port1283,por,3
CVE1241,CV,inglês,eng,stan1293,eng,3
CVE1242,CV,crioulo,kea,kabu1256,por,2
CVE1242,CV,português,por,port1283,por,2
CVE1243,CV,crioulo,kea,kabu1256,por,4
CVE1243,CV,ingles,eng,stan1293,eng,4
CVE1243,CV,francês,fra,stan1290,fre,4
CVE1243,CV,português,por,port1283,por,4
CVE1244,CV,crioulo,kea,kabu1256,por,4
CVE1244,CV,francês,fra,stan1290,fre,4
CVE1244,CV,inglês,eng,stan1293,eng,4
CVE1244,CV,português,por,port1283,por,4
CVE1245,CV,crioulo,kea,kabu1256,por,2
CVE1245,CV,português,por,port1283,por,2
CVE1246,CV,português,por,port1283,por,3
CVE1246,CV,crioulo,kea,kabu1256,por,3
CVE1246,CV,inglês,eng,stan1293,eng,3
CVE1247,CV,crioulo,kea,kabu1256,por,2
CVE1247,CV,português,por,port1283,por,2
CVE1248,CV,crioulo,kea,kabu1256,por,2
CVE1248,CV,português,por,port1283,por,2
CVE1249,CV,crioulo,kea,kabu1256,por,3
CVE1249,CV,português,por,port1283,por,3
CVE1249,CV,inglês,eng,stan1293,eng,3
CVE1250,CV,crioulo,kea,kabu1256,por,2
CVE1250,CV,holandês,nld,dutc1256,dut,2
CVE1251,CV,crioulo,kea,kabu1256,por,2
CVE1251,CV,português,por,port1283,por,2
CVE1252,CV,crioulo,kea,kabu1256,por,3
CVE1252,CV,português,por,port1283,por,3
CVE1252,CV,inglês,eng,stan1293,eng,3
CVE1253,CV,crioulo,kea,kabu1256,por,2
CVE1253,CV,português,por,port1283,por,2
CVE1254,CV,crioulo,kea,kabu1256,por,3
CVE1254,CV,português,por,port1283,por,3
CVE1254,CV,francês,fra,stan1290,fre,3
CVE1255,CV,crioulo,kea,kabu1256,por,3
CVE1255,CV,português,por,port1283,por,3
CVE1255,CV,inglês,eng,stan1293,eng,3
CVE1256,CV,crioulo,kea,kabu1256,por,2
CVE1256,CV,português,por,port1283,por,2
CVE1257,CV,crioulo,kea,kabu1256,por,2
CVE1257,CV,português,por,port1283,por,2
CVE1258,CV,crioulo,kea,kabu1256,por,3
CVE1258,CV,português,por,port1283,por,3
CVE1258,CV,inglês,eng,stan1293,eng,3
CVE1259,CV,crioulo,kea,kabu1256,por,2
CVE1259,CV,português,por,port1283,por,2
CVE1260,CV,crioulo,kea,kabu1256,por,4
CVE1260,CV,inglês,eng,stan1293,eng,4
CVE1260,CV,português,por,port1283,por,4
CVE1260,CV,espanhol,spa,stan1288,spa,4
CVE1261,CV,crioulo,kea,kabu1256,por,2
CVE1261,CV,português,por,port1283,por,2
CVE1262,CV,crioulo,kea,kabu1256,por,3
CVE1262,CV,noruêguês,por,port1283,por,3
CVE1262,CV,português,por,port1283,por,3
CVE1263,CV,crioulo,kea,kabu1256,por,2
CVE1263,CV,português,por,port1283,por,2
CVE1264,CV,crioulo,kea,kabu1256,por,3
CVE1264,CV,francês,fra,stan1290,fre,3
CVE1264,CV,inglês,eng,stan1293,eng,3
GHA0001,GH,twi,twi,twii1234,akn,3
GHA0001,GH,nzema,nzi,nzim1238,anu ayi ble,3
GHA0001,GH,ga,gaa,gaaa1244,ga,3
GHA0002,GH,ashante,twi,asan1239,akn,2
GHA0002,GH,nzema,nzi,nzim1238,anu ayi ble,2
GHA0003,GH,fante,fat,fant1241,akn,3
GHA0003,GH,nzema,nzi,nzim1238,anu ayi ble,3
GHA0003,GH,english,eng,stan1293,eng,3
GHA0004,GH,nzema,nzi,nzim1238,anu ayi ble,3
GHA0004,GH,twi,twi,twii1234,akn,3
GHA0004,GH,ashante,twi,asan1239,akn,3
GHA0005,GH,nzema,nzi,nzim1238,anu ayi ble,2
GHA0005,GH,fante,fat,fant1241,akn,2
GHA0006,GH,nzema,nzi,nzim1238,anu ayi ble,2
GHA0006,GH,twi,twi,twii1234,akn,2
GHA0007,GH,nzema,nzi,nzim1238,anu ayi ble,2
GHA0007,GH,english,eng,stan1293,eng,2
GHA0008,GH,nzema,nzi,nzim1238,anu ayi ble,2
GHA0008,GH,fante,fat,fant1241,akn,2
GHA0009,GH,nzema,nzi,nzim1238,anu ayi ble,4
GHA0009,GH,ahanta,aha,ahan1243,anu ayi ble,4
GHA0009,GH,twi,twi,twii1234,akn,4
GHA0009,GH,english,eng,stan1293,eng,4
GHA0010,GH,fante,fat,fant1241,akn,2
GHA0010,GH,nzema,nzi,nzim1238,anu ayi ble,2
GHA0011,GH,nzema,nzi,nzim1238,anu ayi ble,2
GHA0011,GH,english,eng,stan1293,eng,2
GHA0012,GH,fante,fat,fant1241,akn,3
GHA0012,GH,nzema,nzi,nzim1238,anu ayi ble,3
GHA0012,GH,english,eng,stan1293,eng,3
GHA0013,GH,fante,fat,fant1241,akn,2
GHA0013,GH,nzema,nzi,nzim1238,anu ayi ble,2
GHA0014,GH,nzema,nzi,nzim1238,anu ayi ble,2
GHA0014,GH,twi,twi,twii1234,akn,2
GHA0015,GH,nzema,nzi,nzim1238,anu ayi ble,2
GHA0015,GH,fante,fat,fant1241,akn,2
GHA0016,GH,fante,fat,fant1241,akn,1
GHA0017,GH,fante,fat,fant1241,akn,3
GHA0017,GH,ga,gaa,gaaa1244,ga,3
GHA0017,GH,english,eng,stan1293,eng,3
GHA0018,GH,english,eng,stan1293,eng,2
GHA0018,GH,ewe,ewe,ewee1241,ewe,2
GHA0019,GH,fante,fat,fant1241,akn,3
GHA0019,GH,ahanta,aha,ahan1243,anu ayi ble,3
GHA0019,GH,english,eng,stan1293,eng,3
GHA0020,GH,akan,aka,akan1250,akn,1
GHA0021,GH,dagaari,dga,sout2789,dga,2
GHA0021,GH,english,eng,stan1293,eng,2
GHA0022,GH,fante,fat,fant1241,akn,2
GHA0022,GH,english,eng,stan1293,eng,2
GHA0023,GH,ga,gaa,gaaa1244,ga,3
GHA0023,GH,fante,fat,fant1241,akn,3
GHA0023,GH,english,eng,stan1293,eng,3
GHA0024,GH,akan,aka,akan1250,akn,1
GHA0025,GH,fante,fat,fant1241,akn,2
GHA0025,GH,english,eng,stan1293,eng,2
GHA0026,GH,akan,aka,akan1250,akn,1
GHA0027,GH,english,eng,stan1293,eng,3
GHA0027,GH,ga,gaa,gaaa1244,ga,3
GHA0027,GH,fante,fat,fant1241,akn,3
GHA0028,GH,fante,fat,fant1241,akn,3
GHA0028,GH,english,eng,stan1293,eng,3
GHA0028,GH,twi,twi,twii1234,akn,3
GHA0029,GH,fante,fat,fant1241,akn,3
GHA0029,GH,english,eng,stan1293,eng,3
GHA0029,GH,french,fra,stan1290,fre,3
GHA0030,GH,nfante,fat,fant1241,akn,3
GHA0030,GH,wassa,wss,wasa1244,akn,3
GHA0030,GH,nzema,nzi,nzim1238,anu ayi ble,3
GHA0031,GH,fante,fat,fant1241,akn,2
GHA0031,GH,english,eng,stan1293,eng,2
GHA0032,GH,english,eng,stan1293,eng,4
GHA0032,GH,twi,twi,twii1234,akn,4
GHA0032,GH,fante,fat,fant1241,akn,4
GHA0032,GH,ga,gaa,gaaa1244,ga,4
GHA0033,GH,fante,fat,fant1241,akn,1
GHA0034,GH,fante,fat,fant1241,akn,2
GHA0034,GH,ewe,ewe,ewee1241,ewe,2
GHA0035,GH,akan,aka,akan1250,akn,1
GHA0036,GH,fante,fat,fant1241,akn,1
GHA0037,GH,english,eng,stan1293,eng,4
GHA0037,GH,fante,fat,fant1241,akn,4
GHA0037,GH,busanga,,,,4
GHA0037,GH,ga,gaa,gaaa1244,ga,4
GHA0038,GH,ewe,ewe,ewee1241,ewe,2
GHA0038,GH,akan,aka,akan1250,akn,2
GHA0039,GH,akan,aka,akan1250,akn,2
GHA0039,GH,english,eng,stan1293,eng,2
GHA0040,GH,fante,fat,fant1241,akn,1
GHA0041,GH,english,eng,stan1293,eng,3
GHA0041,GH,fante,fat,fant1241,akn,3
GHA0041,GH,frafra,gur,fare1241,grn,3
GHA0042,GH,english,eng,stan1293,eng,3
GHA0042,GH,french,fra,stan1290,fre,3
GHA0042,GH,fante,fat,fant1241,akn,3
GHA0043,GH,fante,fat,fant1241,akn,2
GHA0043,GH,english,eng,stan1293,eng,2
GHA0044,GH,twi,twi,twii1234,akn,2
GHA0044,GH,fante,fat,fant1241,akn,2
GHA0045,GH,ga,gaa,gaaa1244,ga,3
GHA0045,GH,fante,fat,fant1241,akn,3
GHA0045,GH,english,eng,stan1293,eng,3
GHA0046,GH,akan,aka,akan1250,akn,2
GHA0046,GH,english,eng,stan1293,eng,2
GHA0047,GH,fante,fat,fant1241,akn,2
GHA0047,GH,english,eng,stan1293,eng,2
GHA0048,GH,fante,fat,fant1241,akn,1
GHA0049,GH,fante,fat,fant1241,akn,2
GHA0049,GH,twi,twi,twii1234,akn,2
GHA0050,GH,twi,twi,twii1234,akn,1
GHA0051,GH,ewe,ewe,ewee1241,ewe,1
GHA0052,GH,wassa,wss,wasa1244,akn,2
GHA0052,GH,nfante,fat,fant1241,akn,2
GHA0053,GH,agona,,,,2
GHA0053,GH,wassa,wss,wasa1244,akn,2
GHA0054,GH,ewe,ewe,ewee1241,ewe,3
GHA0054,GH,fante,fat,fant1241,akn,3
GHA0054,GH,english,eng,stan1293,eng,3
GHA0055,GH,twi,twi,twii1234,akn,1
GHA0056,GH,nzema,nzi,nzim1238,anu ayi ble,3
GHA0056,GH,wassa,wss,wasa1244,akn,3
GHA0056,GH,twi,twi,twii1234,akn,3
GHA0057,GH,kusasi,kus,kusa1250,dgb mmp,8
GHA0057,GH,mossi,mos,moss1236,moo,8
GHA0057,GH,frafra,gur,fare1241,grn,8
GHA0057,GH,dagaati,dga,sout2789,dga,8
