round,variable,value,name,country,iso_alpha2,n_resp,prop
5,Q2,2744,Kisangu,17,TZ,8,0.010648123032870195
5,Q2,2745,Kimakua,17,TZ,28,0.011718314373694869
5,Q2,2746,Kikwaya,17,TZ,15,0.007783082846148247
5,Q2,2747,Kisafwa,17,TZ,21,0.01170880091529494
5,Q2,2748,Kirangi,17,TZ,9,0.00374684331789457
5,Q2,2749,Kipangwa,17,TZ,6,0.0026499452268829503
5,Q2,2750,Kindengereko,17,TZ,15,0.0059624967500708104
5,Q2,2751,Kingindo,17,TZ,21,0.0061816243349380375
5,Q2,2752,Kinguu,17,TZ,15,0.0036878376091481965
5,Q2,2753,Kinyiha,17,TZ,17,0.005119596910837179
5,Q2,2754,Kinyamwanga,17,TZ,8,0.0038331685684988466
5,Q2,9995,Others,3,BF,16,0.014026480287312982
5,Q2,9995,Others,1,BJ,12,0.010240439798300645
5,Q2,9995,Others,2,BW,11,0.010805094575234864
5,Q2,9995,Others,27,CI,30,0.022514072819067137
5,Q2,9995,Others,26,CM,226,0.177672393679827
5,Q2,9995,Others,28,GN,4,0.0035254971495299343
5,Q2,9995,Others,6,KE,22,0.011563329676792551
5,Q2,9995,Others,8,LR,1,8.849178017075395e-4
5,Q2,9995,Others,7,LS,1,9.803868657519733e-4
5,Q2,9995,Others,11,ML,5,0.004407046657852573
5,Q2,9995,Others,10,MW,4,0.0024214432348427
5,Q2,9995,Others,12,MZ,21,0.011049582720991654
5,Q2,9995,Others,13,NA,7,0.005289075765570973
5,Q2,9995,Others,14,NG,128,0.0532918763662521
5,Q2,9995,Others,15,SN,18,0.013836584817393693
5,Q2,9995,Others,24,TG,28,0.02185908469507052
5,Q2,9995,Others,17,TZ,78,0.03325852110780965
5,Q2,9995,Others,18,UG,17,0.007581821790610078
5,Q2,9995,Others,16,ZA,2,8.598225988669144e-4
5,Q2,9995,Others,19,ZM,11,0.008327502474991996
5,Q2,9995,Others,20,ZW,27,0.01226803257350885
5,Q2,9999,Don't know,26,CM,3,0.0016479967942655462
5,Q2,9999,Don't know,8,LR,1,5.194235773299759e-4
5,Q2,9999,Don't know,12,MZ,8,0.002454935049098701
5,Q2,9999,Don't know,14,NG,6,0.0032511071158444044
5,Q2,9999,Don't know,22,SL,1,0.0010654935420553078
5,Q2,9999,Don't know,35,TN,1,6.660866500145004e-4
5,Q2,9999,Don't know,19,ZM,1,7.870597441669948e-4
6,Q103,-1,Missing,8,CI,2,0.0015208793500007913
6,Q103,-1,Missing,6,CM,1,0.0010310068688635845
6,Q103,-1,Missing,11,GH,2,6.542193933731451e-4
6,Q103,-1,Missing,15,LR,12,0.01061703563160779
6,Q103,-1,Missing,17,MW,2,0.0019474701586028936
6,Q103,-1,Missing,27,SL,1,0.0010313473128048607
6,Q103,-1,Missing,35,ZM,7,0.00490798055355358
6,Q103,-1,Missing,36,ZW,1,3.3744943341085297e-4
6,Q103,1,English,3,BW,230,0.18671157339465977
6,Q103,1,English,6,CM,137,0.10667199410315606
6,Q103,1,English,7,CV,7,0.0063039464866087675
6,Q103,1,English,11,GH,435,0.1863957097907775
6,Q103,1,English,13,KE,704,0.2977394340382098
6,Q103,1,English,15,LR,811,0.682255432446531
6,Q103,1,English,14,LS,26,0.02202689777132546
6,Q103,1,English,19,MU,47,0.04848391499842332
6,Q103,1,English,17,MW,10,0.004172188538533958
6,Q103,1,English,22,NA,605,0.5042787255982388
6,Q103,1,English,24,NG,991,0.4242231908845342
6,Q103,1,English,27,SL,20,0.018958128673667064
6,Q103,1,English,30,SZ,229,0.19053022259639396
6,Q103,1,English,34,UG,199,0.08947979771948386
6,Q103,1,English,28,ZA,1299,0.49440951836870206
6,Q103,1,English,35,ZM,264,0.21406761116315148
6,Q103,1,English,36,ZW,236,0.09918623150904725
6,Q103,2,French,4,BF,294,0.23925560072483867
6,Q103,2,French,5,BI,2,0.001286159407816393
6,Q103,2,French,2,BJ,384,0.32515529257515996
6,Q103,2,French,8,CI,1184,0.9860339682282285
6,Q103,2,French,6,CM,883,0.7527850080146935
6,Q103,2,French,10,GA,1198,1
6,Q103,2,French,12,GN,222,0.18008138934022924
6,Q103,2,French,18,ML,78,0.06047152522137136
6,Q103,2,French,19,MU,25,0.015766185004669
6,Q103,2,French,23,NE,56,0.051850704644403736
6,Q103,2,French,26,SN,210,0.16307607180980085
6,Q103,2,French,32,TG,636,0.529395816453083
6,Q103,2,French,33,TN,1,8.273209698754871e-4
6,Q103,3,Portuguese,21,MZ,2059,0.8546013215625534
6,Q103,3,Portuguese,25,ST,1153,0.9629792905593004
6,Q103,4,Swahili,13,KE,1429,0.5917384872329088
6,Q103,4,Swahili,31,TZ,2386,1
6,Q103,5,Arabic,1,DZ,1200,1
6,Q103,5,Arabic,9,EG,1198,1
6,Q103,5,Arabic,20,MA,1199,0.9989842326314072
6,Q103,5,Arabic,29,SD,1200,1
6,Q103,5,Arabic,33,TN,1199,0.9991726790301245
6,Q103,7,Afrikaans,22,NA,97,0.08176653642520944
6,Q103,7,Afrikaans,28,ZA,118,0.045000158224176794
6,Q103,15,Dioula,4,BF,191,0.16820508588366045
6,Q103,15,Dioula,8,CI,13,0.012445152421770725
6,Q103,16,Ewe,11,GH,190,0.07848685888686838
6,Q103,16,Ewe,32,TG,443,0.36870736065001325
6,Q103,18,Fulfuldé,4,BF,45,0.035264149003771006
6,Q103,18,Fulfuldé,23,NE,8,0.006671321025952414
6,Q103,20,Hausa,11,GH,7,0.0026871890961906197
6,Q103,20,Hausa,24,NG,729,0.29271056068000895
6,Q103,32,Tamasheq,18,ML,8,0.003126735836379532
6,Q103,32,Tamasheq,23,NE,21,0.010211645150180288
6,Q103,35,Yoruba,2,BJ,83,0.07196121128262505
6,Q103,35,Yoruba,24,NG,384,0.15661711574343204
6,Q103,100,Fon,2,BJ,408,0.33735746165760117
6,Q103,101,Adja,2,BJ,92,0.07461570004877957
6,Q103,102,Bariba,2,BJ,176,0.14237998552358802
6,Q103,104,Outamari,2,BJ,18,0.015817203144407144
6,Q103,105,Peulh,2,BJ,14,0.012458683439227108
6,Q103,106,Lopka,2,BJ,25,0.020254462328612027
6,Q103,140,Setswana,3,BW,970,0.8132884266053402
6,Q103,180,Mooré,4,BF,598,0.4919963926376297
6,Q103,183,Gulmacema,4,BF,51,0.045122549236298534
6,Q103,184,Gourounsi,4,BF,21,0.020156222513801694
6,Q103,220,Crioulo,7,CV,1186,0.9890317724108011
6,Q103,221,Português,7,CV,7,0.004664281102590125
6,Q103,260,Akan,11,GH,1432,0.5944150909999977
6,Q103,262,Ga/Dangbe,11,GH,83,0.03442557995476266
6,Q103,263,Dagbani,11,GH,164,0.0669890404483152
6,Q103,265,Waala,11,GH,10,0.0053590370616369894
6,Q103,273,Dagaree,11,GH,37,0.014325593292998526
6,Q103,300,Kikuyu,13,KE,53,0.022334717583218096
6,Q103,301,Luo,13,KE,117,0.047304459809478026
6,Q103,302,Luhya,13,KE,5,0.0021295692656785924
6,Q103,303,Kamba,13,KE,48,0.01911841211513573
6,Q103,304,Kalenjin,13,KE,2,9.12571516776294e-4
6,Q103,305,Kisii,13,KE,2,8.266731614570907e-4
6,Q103,306,Meru/Samburu,13,KE,1,6.421107962061657e-4
6,Q103,307,Maasai / Samburu,13,KE,6,0.0024992147237424566
6,Q103,310,Somali,13,KE,30,0.014754349757189025
6,Q103,340,Sesotho,14,LS,1174,0.9779731022286745
6,Q103,380,Liberian English,15,LR,376,0.30712753192186126
6,Q103,420,Malgache « officiel »,16,MG,497,0.41763601756168134
6,Q103,421,Malgache avec spécificité régionale,16,MG,703,0.5823639824383186
6,Q103,460,Chitumbuka,17,MW,296,0.12319400489529857
6,Q103,463,Chichewa,17,MW,2082,0.8670812588673241
6,Q103,501,Bambara,18,ML,1010,0.8520170138690393
6,Q103,514,Peulh/Fulfude,18,ML,19,0.015677548056860575
6,Q103,517,Soninké,18,ML,12,0.008560522979224865
6,Q103,518,Sonrhai,18,ML,73,0.060146654037124325
6,Q103,540,Makua,21,MZ,72,0.0374169877972789
6,Q103,541,Sena,21,MZ,58,0.0219714639742793
6,Q103,542,Ndau,21,MZ,48,0.02263948195409765
6,Q103,543,Changana,21,MZ,95,0.03918882760588719
6,Q103,581,Oshiwambo (Oshindonga/Oshikwanyama),22,NA,400,0.32784981830016774
6,Q103,582,Otjiherero,22,NA,46,0.04483413807386915
6,Q103,583,Rukwangali,22,NA,52,0.04127078160251475
6,Q103,621,Igbo,24,NG,119,0.05074809922026845
6,Q103,623,Pidgin English,24,NG,177,0.0757010334717564
6,Q103,660,Wolof,26,SN,880,0.738616678589354
6,Q103,661,Pulaar/Toucouleur,26,SN,73,0.06530314366895752
6,Q103,665,Diola,26,SN,33,0.02996834184137295
6,Q103,702,Xhosa,28,ZA,249,0.1151830424430365
6,Q103,703,Pedi/Spedi/North Sotho,28,ZA,114,0.05274676005353059
6,Q103,704,Sesotho/Sotho/South Sotho,28,ZA,86,0.036971360546649054
6,Q103,705,Setswana/Tswana,28,ZA,158,0.06449216158700516
6,Q103,708,Venda,28,ZA,23,0.009543163664483045
6,Q103,709,Zulu,28,ZA,319,0.1711572384027927
6,Q103,780,Luganda,34,UG,616,0.2467272046761125
6,Q103,781,Runyankore-Rukiga,34,UG,313,0.13062634113401572
6,Q103,782,Runyoro-Rutooro,34,UG,237,0.09978806483679219
6,Q103,783,Lusoga,34,UG,223,0.093314411029082
6,Q103,784,Lumasaaba,34,UG,125,0.04791367771357303
6,Q103,787,Ateso,34,UG,152,0.0750147047793468
6,Q103,788,Acholi-Langi,34,UG,246,0.10237936183511988
6,Q103,789,Alur,34,UG,55,0.020869079395245658
6,Q103,790,Lugbara,34,UG,104,0.046329529659799765
6,Q103,792,Japadhola,34,UG,19,0.0074430591287504245
6,Q103,798,Kupsabinyi,34,UG,25,0.0050757804422582094
6,Q103,799,Ngakarimajong,34,UG,66,0.026442859256353195
6,Q103,820,Chewa/Nyanja,35,ZM,256,0.20999155619574597
6,Q103,821,Bembia,35,ZM,433,0.3661510046107915
6,Q103,822,Tonga,35,ZM,113,0.1008411903896913
6,Q103,823,Kaonde,35,ZM,49,0.04085330588510304
6,Q103,824,Lozi,35,ZM,68,0.05655190952631079
6,Q103,860,Ndebele,36,ZW,321,0.13381560970949014
6,Q103,861,Shona,36,ZW,1842,0.7666607093480519
6,Q103,900,Creole,19,MU,1128,0.9357498999969077
6,Q103,930,Krio,27,SL,992,0.8341822086336151
6,Q103,931,Mende,27,SL,104,0.08131455914975091
6,Q103,932,Temne,27,SL,71,0.06195442217830238
6,Q103,1100,Haoussa,23,NE,818,0.6887290685748512
6,Q103,1101,Zarma/Songhaï,23,NE,297,0.24253726060461242
6,Q103,1142,Kabye,32,TG,29,0.02390791016660656
6,Q103,1143,Tem (Kotokoli),32,TG,19,0.014517755100318738
6,Q103,1144,Ben (Moba),32,TG,65,0.059072133533488475
6,Q103,1145,Nawdem (Losso),32,TG,8,0.004399024096490071
6,Q103,1180,Kirundi,5,BI,1198,0.9987138405921836
6,Q103,1220,Foufouldé,6,CM,83,0.065896344708609
6,Q103,1221,Pidgin,6,CM,71,0.06430056733622051
6,Q103,1222,Ewondo,6,CM,2,0.0015682467619965016
6,Q103,1300,Soussou,12,GN,247,0.1995375052431893
6,Q103,1302,Poular,12,GN,359,0.30397935185515923
6,Q103,1305,Maninka,12,GN,290,0.24702291368208334
6,Q103,1307,Kpèlè,12,GN,36,0.031066647005706223
6,Q103,1312,Kissié,12,GN,36,0.0315356286076042
6,Q103,1620,siSwati,30,SZ,970,0.808731228210389
6,Q103,1660,Creolo,25,ST,29,0.025451650486506192
6,Q103,9995,Other,6,CM,5,0.007746832206460747
6,Q103,9995,Other,11,GH,40,0.016261681075079283
6,Q103,9995,Other,12,GN,10,0.006776564266028441
6,Q103,9995,Other,20,MA,1,0.0010157673685927701
6,Q103,9995,Other,17,MW,10,0.0036050775402403563
6,Q103,9995,Other,21,MZ,68,0.024181917105903436
6,Q103,9995,Other,27,SL,3,0.002559334051859541
6,Q103,9995,Other,26,SN,4,0.0030357640905146277
6,Q103,9995,Other,25,ST,14,0.011569058954193304
6,Q103,9995,Other,30,SZ,1,7.385491932171717e-4
6,Q103,9995,Other,34,UG,20,0.008596128394066805
6,Q103,9995,Other,28,ZA,24,0.010496596709624191
6,Q103,9995,Other,35,ZM,9,0.006635441675652455
6,Q116,1,English,6,CM,100,0.08330000156623749
6,Q116,1,English,13,KE,80,0.034093500021884805
6,Q116,1,English,24,NG,34,0.019123186112053915
6,Q116,1,English,28,ZA,395,0.15742672179150277
6,Q116,1,English,35,ZM,185,0.1556717496879741
6,Q116,1,English,36,ZW,44,0.01794106649545498
6,Q116,2,French,10,GA,854,0.7180099641306859
6,Q116,3,Portuguese,21,MZ,419,0.1718252142407214
6,Q116,3,Portuguese,25,ST,1196,1
6,Q116,4,Kiswahili,31,TZ,379,0.1713171441284052
6,Q116,5,Arabic,1,DZ,1200,1
6,Q116,5,Arabic,9,EG,1198,1
6,Q116,5,Arabic,20,MA,1116,0.9289806467233638
6,Q116,5,Arabic,33,TN,1200,1
6,Q116,6,Adja,2,BJ,268,0.22402546356714875
6,Q116,6,Adja,32,TG,95,0.07729299365454556
6,Q116,13,Bobo,4,BF,58,0.048907627558950666
6,Q116,13,Bobo,18,ML,46,0.0392109258934795
6,Q116,16,Ewe,11,GH,208,0.08587135596130924
6,Q116,16,Ewe,32,TG,260,0.21803888885336942
6,Q116,18,Fulfuldé,4,BF,132,0.11423462208845864
6,Q116,18,Fulfuldé,23,NE,180,0.13341062102752022
6,Q116,20,Hausa,11,GH,24,0.009911240943292104
6,Q116,20,Hausa,24,NG,252,0.10957337638114557
6,Q116,28,Nyanja,21,MZ,86,0.03368710871855343
6,Q116,28,Nyanja,35,ZM,116,0.10002237360246648
6,Q116,32,Tamasheq,18,ML,8,0.003126735836379532
6,Q116,32,Tamasheq,23,NE,116,0.10597201730120709
6,Q116,35,Yoruba,2,BJ,122,0.10196948659490705
6,Q116,35,Yoruba,24,NG,683,0.2868204206441842
6,Q116,100,Fon,2,BJ,484,0.4059762958641273
6,Q116,102,Bariba,2,BJ,116,0.09484393455777061
6,Q116,105,Ditamari,2,BJ,76,0.06288142606858048
6,Q116,106,Peulh,2,BJ,58,0.047421967278885306
6,Q116,107,Lopka,2,BJ,76,0.06288142606858048
6,Q116,140,Setswana,3,BW,978,0.8138401448883681
6,Q116,142,Sekgalagadi,3,BW,92,0.0785152195240416
6,Q116,143,Sesubia,3,BW,52,0.04608290428672027
6,Q116,144,Ikalanga/Sekalaka,3,BW,78,0.06156173130086992
6,Q116,180,Mooré,4,BF,450,0.37520696370757134
6,Q116,181,Dioula,4,BF,58,0.048907627558950666
6,Q116,183,Gulmacema,4,BF,192,0.16063844037559033
6,Q116,184,Gourounsi,4,BF,204,0.1714086755640075
6,Q116,185,Bissa,4,BF,58,0.048907627558950666
6,Q116,190,Samo,4,BF,48,0.03178841558752031
6,Q116,220,Crioulo,7,CV,1143,0.9574540636186305
6,Q116,221,Português,7,CV,57,0.04254593638136946
6,Q116,260,Akan,11,GH,1365,0.5681536531879826
6,Q116,262,Ga/Dangbe,11,GH,225,0.09184368808867648
6,Q116,263,Dagbani,11,GH,132,0.05433247172762277
6,Q116,265,Waala,11,GH,16,0.006620471719406977
6,Q116,266,Moshie,11,GH,24,0.009911240943292104
6,Q116,268,Likpakpaln,11,GH,54,0.022210615392165328
6,Q116,270,Konkomba,11,GH,81,0.03625399138931675
6,Q116,271,Gonja,11,GH,108,0.0446531615833837
6,Q116,273,Dagaree,11,GH,32,0.013240943438813954
6,Q116,275,Kotokoli,11,GH,57,0.026563487490184244
6,Q116,279,Sissala,11,GH,16,0.006620471719406977
6,Q116,280,Kasem,11,GH,58,0.02381320641514685
6,Q116,300,Kikuyu,13,KE,236,0.09928452998733513
6,Q116,301,Luo,13,KE,971,0.4099611326411357
6,Q116,302,Luhya,13,KE,306,0.12166818990078511
6,Q116,303,Kamba,13,KE,309,0.12990023968755082
6,Q116,305,Kisii,13,KE,150,0.06485748964623657
6,Q116,306,Meru/Embu,13,KE,157,0.06453972647869116
6,Q116,307,Maasai/Samburu,13,KE,68,0.024856776720829844
6,Q116,310,Somali,13,KE,120,0.05083841491555094
6,Q116,340,Sesotho,14,LS,1200,1
6,Q116,380,Bassa,15,LR,184,0.15617927682402702
6,Q116,383,Gbandi,15,LR,48,0.037128991293811114
6,Q116,384,Gio,15,LR,76,0.0636451533175518
6,Q116,386,Grebo,15,LR,170,0.14620489065493777
6,Q116,387,Kissi,15,LR,52,0.047073060602231646
6,Q116,388,Kpelle,15,LR,203,0.16442678351270215
6,Q116,389,Krahn,15,LR,36,0.02769289736447014
6,Q116,390,Kru,15,LR,318,0.2621743588801775
6,Q116,391,Lorma,15,LR,112,0.09547458755009082
6,Q116,420,Malgache « officiel »,16,MG,584,0.48864119267686673
6,Q116,421,Malgache avec spécificité régionale,16,MG,616,0.5113588073231332
6,Q116,460,Chitumbuka,17,MW,439,0.17635165290735136
6,Q116,461,Chinkhonde,17,MW,95,0.038603892586438246
6,Q116,463,Chichewa,17,MW,1675,0.707503108490811
6,Q116,464,Chiyao,17,MW,99,0.037337795973655365
6,Q116,466,Chilomwe,17,MW,44,0.020851031160740417
6,Q116,471,Chitonga,17,MW,48,0.01935251888100372
6,Q116,501,Bambara,18,ML,793,0.6684749168109367
6,Q116,506,Dogon,18,ML,90,0.07375502202464475
6,Q116,514,Peulh/Fulfude,18,ML,101,0.08442002697391472
6,Q116,516,Senufo,18,ML,52,0.042814957319083254
6,Q116,517,Soninké/Sarakolé,18,ML,40,0.03203525632344683
6,Q116,518,Sonrhai,18,ML,70,0.05616215881811462
6,Q116,540,Makua,21,MZ,327,0.14799324101086597
6,Q116,541,Sena,21,MZ,183,0.07499350120058079
6,Q116,542,Ndau,21,MZ,167,0.06878347567377718
6,Q116,543,Changana,21,MZ,455,0.18849335680346424
6,Q116,545,Chope,21,MZ,74,0.03193530274221189
6,Q116,546,Bitonga,21,MZ,146,0.06055422802588588
6,Q116,547,Makonde,21,MZ,106,0.03943695202687181
6,Q116,548,Chuabo,21,MZ,163,0.06942023954210538
6,Q116,550,Lomue,21,MZ,64,0.028957836711771545
6,Q116,582,Nama/Damara,22,NA,71,0.060729213315960484
6,Q116,583,Oshiwambo (Oshindonga/Oshikwanyama),22,NA,819,0.6775284367510389
6,Q116,584,Otjiherero,22,NA,70,0.0595438388822573
6,Q116,585,Rukwangali,22,NA,60,0.05054962776268583
6,Q116,586,Rugririku/Rumanyo,22,NA,60,0.05054962776268583
6,Q116,588,Silozi,22,NA,120,0.10109925552537166
6,Q116,621,Igbo,24,NG,445,0.18967077306866342
6,Q116,624,Efik,24,NG,40,0.015537350468621728
6,Q116,625,Ebira,24,NG,37,0.019511944513492648
6,Q116,628,Ubibio,24,NG,88,0.0368439467341396
6,Q116,630,Tiv,24,NG,38,0.015352989345009076
6,Q116,631,Nupe,24,NG,34,0.012835523680841773
6,Q116,632,Ijaw,24,NG,11,0.003890488431582806
6,Q116,633,Edo,24,NG,126,0.05195252659058815
6,Q116,634,Igala,24,NG,89,0.037628552482759856
6,Q116,638,Ikwere,24,NG,50,0.013114670776666653
6,Q116,639,Idoma,24,NG,60,0.030556921960165663
6,Q116,648,Mumuye,24,NG,28,0.013563908970227568
6,Q116,650,Tangale,24,NG,20,0.007259831846799536
6,Q116,654,Lemoro,24,NG,12,0.005892268944010096
6,Q116,655,Igede,24,NG,16,0.006858131262100557
6,Q116,656,Gbagyi,24,NG,10,0.0014224473295392523
6,Q116,657,Buju,24,NG,10,0.0014224473295392523
6,Q116,658,Buji,24,NG,12,0.0045822972163205265
6,Q116,659,Bandawa,24,NG,25,0.005767509414399656
6,Q116,660,Wolof,26,SN,494,0.4193743121634453
6,Q116,661,Pulaar/Toucouleur,26,SN,372,0.3082333902498638
6,Q116,662,Serer,26,SN,120,0.09162605585222666
6,Q116,663,Mandinka/Bambara,26,SN,50,0.042843646956963376
6,Q116,665,Diola,26,SN,100,0.08568729391392675
6,Q116,669,Maure,26,SN,64,0.05223530086357415
6,Q116,700,Afrikaans,28,ZA,84,0.020609553594918468
6,Q116,702,Xhosa,28,ZA,443,0.1834466980363884
6,Q116,703,Pedi/North Sotho,28,ZA,204,0.09171352317343867
6,Q116,704,Sesotho/South Sotho,28,ZA,192,0.09081347283977846
6,Q116,705,Tswana,28,ZA,301,0.10040190633615999
6,Q116,707,Swazi,28,ZA,164,0.07663210415994132
6,Q116,708,Venda,28,ZA,108,0.049145265729655
6,Q116,709,Zulu,28,ZA,452,0.22440559322465245
6,Q116,741,Kichaga,31,TZ,503,0.22697079629170455
6,Q116,742,Kihaya,31,TZ,205,0.09229598112567912
6,Q116,745,Kipare,31,TZ,503,0.1682088956638745
6,Q116,749,Kisukuma,31,TZ,102,0.04670083302142858
6,Q116,751,Kimeru,31,TZ,102,0.026550010816388542
6,Q116,752,Kikurya,31,TZ,100,0.04465334035080335
6,Q116,761,Kiha,31,TZ,92,0.041509054065207454
6,Q116,763,Kijaluo,31,TZ,98,0.04417330063588641
6,Q116,771,Kindamba,31,TZ,101,0.04622089131226753
6,Q116,780,Luganda,34,UG,664,0.2749136977154953
6,Q116,781,Runyankole,34,UG,288,0.12130479353818775
6,Q116,782,Runyoro,34,UG,84,0.03555495558142636
6,Q116,783,Lusoga,34,UG,264,0.11248225116605715
6,Q116,784,Lumasaaba,34,UG,128,0.04861772224271024
6,Q116,787,Ateso,34,UG,160,0.07784241550796868
6,Q116,788,Acholi,34,UG,62,0.025694683704656416
6,Q116,789,Alur,34,UG,56,0.021329495364659636
6,Q116,790,Lugbara,34,UG,128,0.05503925520842887
6,Q116,792,Japadhola,34,UG,40,0.015591373938129729
6,Q116,795,Rukiga,34,UG,68,0.028583279318920466
6,Q116,796,Rutooro,34,UG,168,0.07110991116285272
6,Q116,797,Langi,34,UG,186,0.07708405111396925
6,Q116,798,Kupsabinyi,34,UG,32,0.006484926251566726
6,Q116,799,Ngakarimajong,34,UG,72,0.0283671881849708
6,Q116,820,Bemba,35,ZM,400,0.33041972919296364
6,Q116,822,Tonga,35,ZM,168,0.1417216770484574
6,Q116,823,Lozi,35,ZM,128,0.10211847059642955
6,Q116,824,Chewa,35,ZM,38,0.03228203256505265
6,Q116,827,Kaonde,35,ZM,61,0.05149323949171439
6,Q116,828,Luvale,35,ZM,29,0.02360393348551916
6,Q116,838,Lunda,35,ZM,30,0.025032390992411183
6,Q116,841,Mambwe,35,ZM,44,0.037634403337011575
6,Q116,860,Ndebele,36,ZW,380,0.15420567291806936
6,Q116,861,Shona,36,ZW,1352,0.5624687539947917
6,Q116,862,Zezuru,36,ZW,202,0.08577081945126504
6,Q116,863,Korekore,36,ZW,50,0.020673086697910684
6,Q116,864,Karanga,36,ZW,108,0.04686818720460597
6,Q116,865,Manyika,36,ZW,264,0.1120724132379024
6,Q116,900,Creole,19,MU,1200,1
6,Q116,930,Krio,27,SL,451,0.3917058371251399
6,Q116,931,Mende,27,SL,298,0.2484273018199949
6,Q116,932,Temne,27,SL,74,0.06818879722445638
6,Q116,933,Limba,27,SL,148,0.11336635097112359
6,Q116,934,Loko,27,SL,74,0.056683175485561794
6,Q116,939,Madingo,27,SL,146,0.12162853737372338
6,Q116,1100,Haoussa,23,NE,388,0.3138218573281658
6,Q116,1101,Zarma/Songhaï,23,NE,516,0.4467955043431069
6,Q116,1141,Mina (Guen),32,TG,152,0.1275704465203142
6,Q116,1142,Kabye,32,TG,145,0.12277642487650804
6,Q116,1143,Tem (Kotokoli),32,TG,98,0.0797312845184301
6,Q116,1144,Ben (Moba),32,TG,239,0.1981909866407377
6,Q116,1145,Nawdem (Losso),32,TG,57,0.04685714109013539
6,Q116,1146,Lama (Lamba),32,TG,54,0.04563603705805395
6,Q116,1148,Ikposso (Akposso),32,TG,100,0.08390579678790565
6,Q116,1180,Kirundi,5,BI,1200,1
6,Q116,1220,Foufouldé,6,CM,100,0.08444551988728173
6,Q116,1222,Ewondo,6,CM,304,0.257970024589745
6,Q116,1224,Douala,6,CM,48,0.04125216654810707
6,Q116,1262,Adjoukrou,8,CI,50,0.04143095945140927
6,Q116,1263,Agny,8,CI,150,0.12615131829627468
6,Q116,1267,Baoulé,8,CI,250,0.20769843474318445
6,Q116,1268,Bété,8,CI,300,0.2538734660693651
6,Q116,1271,Gouro,8,CI,50,0.04184524538679765
6,Q116,1272,Guéré,8,CI,100,0.08364090406250184
6,Q116,1277,Sénoufo,8,CI,249,0.20289884446778764
6,Q116,1283,Tour,8,CI,50,0.04246082752267939
6,Q116,1300,Soussou,12,GN,360,0.29206581161829204
6,Q116,1301,Poular,12,GN,376,0.3190532468810158
6,Q116,1302,Maninka,12,GN,248,0.20934618746160255
6,Q116,1304,Kpèlè,12,GN,112,0.09423628174484189
6,Q116,1305,Toma,12,GN,48,0.03818033142182676
6,Q116,1306,Kissié,12,GN,56,0.047118140872420944
6,Q116,1500,Berber Language,20,MA,84,0.07101935327663624
6,Q116,1540,Sudanese Arabic,29,SD,1200,1
6,Q116,1620,siSwati,30,SZ,1200,1
6,Q116,1700,Fang,10,GA,164,0.13295583064830635
6,Q116,1701,Punu/Mériè,10,GA,46,0.03815637152522388
6,Q116,1704,Nzébi/Métié,10,GA,88,0.07272146217056
6,Q116,1706,Tsogho,10,GA,46,0.03815637152522388
6,Q116,2620,Bajju,24,NG,10,0.0014224473295392523
6,Q116,2621,Ngas,24,NG,26,0.0075066174899348255
6,Q116,2622,Mwaghavul,24,NG,14,0.007687684412239054
6,Q116,2623,Maghai,24,NG,24,0.009890799841945833
6,Q116,2624,Zuru,24,NG,26,0.010402382937450596
6,Q116,2625,Umone,24,NG,12,0.00636839907667573
6,Q116,2749,Kiruri,31,TZ,98,0.04417330063588641
6,Q116,2750,Kikinga,31,TZ,102,0.04670083302142858
6,Q116,9995,Other,6,CM,630,0.5330322874086287
6,Q116,9995,Other,21,MZ,210,0.08391954330319051
6,Q116,9995,Other,24,NG,168,0.06754015540936312
6,Q116,9995,Other,31,TZ,1,5.256189310398232e-4
6,Q116,9995,Other,28,ZA,47,0.005405161113564368
6,Q2,-1,Missing,15,LR,1,9.073995846615386e-4
6,Q2,1,English,4,BF,1,0.0010882989822902206
6,Q2,1,English,3,BW,9,0.007369192434969422
6,Q2,1,English,6,CM,5,0.004849320751861924
6,Q2,1,English,13,KE,14,0.004573332733600909
6,Q2,1,English,15,LR,54,0.0534830036846721
6,Q2,1,English,14,LS,6,0.005227808356417387
6,Q2,1,English,16,MG,2,0.00113773801465749
6,Q2,1,English,19,MU,5,0.0048110839831762234
6,Q2,1,English,17,MW,13,0.005547691017817877
6,Q2,1,English,22,NA,10,0.008656800472175652
6,Q2,1,English,29,SD,5,0.0034623131642642032
6,Q2,1,English,27,SL,7,0.0064973489460119545
6,Q2,1,English,30,SZ,19,0.013851856832350982
6,Q2,1,English,34,UG,2,0.001226278921591358
6,Q2,1,English,28,ZA,340,0.1098728762625436
6,Q2,1,English,35,ZM,13,0.010452259257596632
6,Q2,1,English,36,ZW,20,0.008464000772477118
6,Q2,2,French,4,BF,8,0.006958240655171377
6,Q2,2,French,2,BJ,9,0.007141792593533644
6,Q2,2,French,8,CI,71,0.059716964172293614
6,Q2,2,French,6,CM,179,0.15646674099786062
6,Q2,2,French,1,DZ,7,0.005694056456719133
6,Q2,2,French,10,GA,356,0.2921653483910258
6,Q2,2,French,12,GN,10,0.00922425461264538
6,Q2,2,French,16,MG,1,0.001214547312835363
6,Q2,2,French,18,ML,3,0.002226394655821775
6,Q2,2,French,19,MU,23,0.015237776598140306
6,Q2,2,French,22,NA,4,0.0027608746045649692
6,Q2,2,French,26,SN,9,0.005248230665836645
